"","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name","Isolation"
"17342",27,40,13,19,10,0.339,9.1,0.87304,0.38486,"D-Ribose","D-Gluconate","Bee"
"17343",27,41,13,6,4,0.107,2.9,0.93333,0.28647,"D-Ribose","D-Glucosamine","Bee"
"17344",27,42,13,8,6,0.143,3.9,0.9886,0.08174,"D-Ribose","Nitrate","Bee"
"17345",27,43,13,3,3,0.053,1.4,1,0.09778,"D-Ribose","Vitamin-free","Bee"
"17346",27,44,13,15,9,0.267,7.2,0.96229,0.16122,"D-Ribose","2-Keto-D-gluconate","Bee"
"17347",27,46,13,27,13,0.481,13,1,1,"D-Ribose","Growth at 19°C","Bee"
"17348",27,47,13,27,13,0.481,13,1,1,"D-Ribose","Growth at 25°C","Bee"
"17349",27,48,13,26,13,0.464,12.5,1,0.51852,"D-Ribose","Growth at 30°C","Bee"
"17350",27,49,13,15,8,0.267,7.2,0.83878,0.4153,"D-Ribose","Growth at 37°C","Bee"
"17351",29,30,17,25,16,0.583,15.7,0.87179,0.61254,"Ethanol","Glycerol","Bee"
"17352",29,31,17,4,4,0.093,2.5,1,0.13561,"Ethanol","Erythritol","Bee"
"17353",29,32,17,11,10,0.257,6.9,0.99905,0.01587,"Ethanol","Ribitol","Bee"
"17354",29,34,17,26,17,0.606,16.4,1,0.37037,"Ethanol","D-Mannitol","Bee"
"17355",29,35,17,25,16,0.583,15.7,0.87179,0.61254,"Ethanol","D-Glucitol","Bee"
"17356",29,37,17,4,4,0.093,2.5,1,0.13561,"Ethanol","DL-Lactate","Bee"
"17357",29,38,17,20,15,0.466,12.6,0.99584,0.04275,"Ethanol","Succinate","Bee"
"17358",29,39,17,17,13,0.396,10.7,0.98958,0.06966,"Ethanol","Citrate","Bee"
"17359",29,40,17,19,13,0.443,12,0.90901,0.31612,"Ethanol","D-Gluconate","Bee"
"17360",29,41,17,6,6,0.14,3.8,1,0.04181,"Ethanol","D-Glucosamine","Bee"
"17361",29,42,17,8,5,0.187,5,0.65059,0.68388,"Ethanol","Nitrate","Bee"
"17362",29,43,17,3,2,0.07,1.9,0.76752,0.69744,"Ethanol","Vitamin-free","Bee"
"17363",29,44,17,15,12,0.35,9.4,0.99344,0.04928,"Ethanol","2-Keto-D-gluconate","Bee"
"17364",29,46,17,27,17,0.63,17,1,1,"Ethanol","Growth at 19°C","Bee"
"17365",29,47,17,27,17,0.63,17,1,1,"Ethanol","Growth at 25°C","Bee"
"17366",29,48,17,26,16,0.606,16.4,0.62963,1,"Ethanol","Growth at 30°C","Bee"
"17367",29,49,17,15,7,0.35,9.4,0.05782,0.99252,"Ethanol","Growth at 37°C","Bee"
"17368",30,31,25,4,4,0.137,3.7,1,0.7208,"Glycerol","Erythritol","Bee"
"17369",30,32,25,11,10,0.377,10.2,0.65812,0.8433,"Glycerol","Ribitol","Bee"
"17370",30,34,25,26,25,0.892,24.1,1,0.07407,"Glycerol","D-Mannitol","Bee"
"17371",30,35,25,25,24,0.857,23.1,0.99715,0.1453,"Glycerol","D-Glucitol","Bee"
"17372",30,37,25,4,4,0.137,3.7,1,0.7208,"Glycerol","DL-Lactate","Bee"
"17373",30,38,25,20,20,0.686,18.5,1,0.05983,"Glycerol","Succinate","Bee"
"17374",30,39,25,17,17,0.583,15.7,1,0.12821,"Glycerol","Citrate","Bee"
"17375",30,40,25,19,18,0.652,17.6,0.92023,0.51282,"Glycerol","D-Gluconate","Bee"
"17376",30,41,25,6,6,0.206,5.6,1,0.59829,"Glycerol","D-Glucosamine","Bee"
"17377",30,42,25,8,8,0.274,7.4,1,0.48718,"Glycerol","Nitrate","Bee"
"17378",30,43,25,3,3,0.103,2.8,1,0.78632,"Glycerol","Vitamin-free","Bee"
"17379",30,44,25,15,14,0.514,13.9,0.81197,0.70085,"Glycerol","2-Keto-D-gluconate","Bee"
"17380",30,46,25,27,25,0.926,25,1,1,"Glycerol","Growth at 19°C","Bee"
"17381",30,47,25,27,25,0.926,25,1,1,"Glycerol","Growth at 25°C","Bee"
"17382",30,48,25,26,24,0.892,24.1,0.92593,1,"Glycerol","Growth at 30°C","Bee"
"17383",30,49,25,15,14,0.514,13.9,0.81197,0.70085,"Glycerol","Growth at 37°C","Bee"
"17384",31,32,4,11,4,0.06,1.6,1,0.0188,"Erythritol","Ribitol","Bee"
"17385",31,34,4,26,4,0.143,3.9,1,0.85185,"Erythritol","D-Mannitol","Bee"
"17386",31,35,4,25,4,0.137,3.7,1,0.7208,"Erythritol","D-Glucitol","Bee"
"17387",31,38,4,20,3,0.11,3,0.72393,0.73077,"Erythritol","Succinate","Bee"
"17388",31,39,4,17,4,0.093,2.5,1,0.13561,"Erythritol","Citrate","Bee"
"17389",31,40,4,19,4,0.104,2.8,1,0.22085,"Erythritol","D-Gluconate","Bee"
"17390",31,42,4,8,0,0.044,1.2,0.22085,1,"Erythritol","Nitrate","Bee"
"17391",31,44,4,15,4,0.082,2.2,1,0.07778,"Erythritol","2-Keto-D-gluconate","Bee"
"17392",31,46,4,27,4,0.148,4,1,1,"Erythritol","Growth at 19°C","Bee"
"17393",31,47,4,27,4,0.148,4,1,1,"Erythritol","Growth at 25°C","Bee"
"17394",31,48,4,26,4,0.143,3.9,1,0.85185,"Erythritol","Growth at 30°C","Bee"
"17395",31,49,4,15,1,0.082,2.2,0.21624,0.97179,"Erythritol","Growth at 37°C","Bee"
"17396",32,34,11,26,11,0.392,10.6,1,0.59259,"Ribitol","D-Mannitol","Bee"
"17397",32,35,11,25,11,0.377,10.2,1,0.34188,"Ribitol","D-Glucitol","Bee"
"17398",32,37,11,4,2,0.06,1.6,0.83077,0.5453,"Ribitol","DL-Lactate","Bee"
"17399",32,38,11,20,9,0.302,8.1,0.88792,0.38261,"Ribitol","Succinate","Bee"
"17400",32,39,11,17,8,0.257,6.9,0.90023,0.32352,"Ribitol","Citrate","Bee"
"17401",32,40,11,19,9,0.287,7.7,0.93752,0.26087,"Ribitol","D-Gluconate","Bee"
"17402",32,41,11,6,6,0.091,2.4,1,0.00156,"Ribitol","D-Glucosamine","Bee"
"17403",32,42,11,8,1,0.121,3.3,0.06248,0.9942,"Ribitol","Nitrate","Bee"
"17404",32,43,11,3,2,0.045,1.2,0.94359,0.35726,"Ribitol","Vitamin-free","Bee"
"17405",32,44,11,15,9,0.226,6.1,0.99713,0.0282,"Ribitol","2-Keto-D-gluconate","Bee"
"17406",32,46,11,27,11,0.407,11,1,1,"Ribitol","Growth at 19°C","Bee"
"17407",32,47,11,27,11,0.407,11,1,1,"Ribitol","Growth at 25°C","Bee"
"17408",32,48,11,26,10,0.392,10.6,0.40741,1,"Ribitol","Growth at 30°C","Bee"
"17409",32,49,11,15,4,0.226,6.1,0.10204,0.98088,"Ribitol","Growth at 37°C","Bee"
"17410",33,46,1,27,1,0.037,1,1,1,"Galactitol","Growth at 19°C","Bee"
"17411",33,47,1,27,1,0.037,1,1,1,"Galactitol","Growth at 25°C","Bee"
"17412",34,35,26,25,25,0.892,24.1,1,0.07407,"D-Mannitol","D-Glucitol","Bee"
"17413",34,37,26,4,4,0.143,3.9,1,0.85185,"D-Mannitol","DL-Lactate","Bee"
"17414",34,38,26,20,20,0.713,19.3,1,0.25926,"D-Mannitol","Succinate","Bee"
"17415",34,39,26,17,17,0.606,16.4,1,0.37037,"D-Mannitol","Citrate","Bee"
"17416",34,40,26,19,18,0.678,18.3,0.7037,1,"D-Mannitol","D-Gluconate","Bee"
"17417",34,41,26,6,6,0.214,5.8,1,0.77778,"D-Mannitol","D-Glucosamine","Bee"
"17418",34,42,26,8,8,0.285,7.7,1,0.7037,"D-Mannitol","Nitrate","Bee"
"17419",34,43,26,3,3,0.107,2.9,1,0.88889,"D-Mannitol","Vitamin-free","Bee"
"17420",34,44,26,15,14,0.535,14.4,0.55556,1,"D-Mannitol","2-Keto-D-gluconate","Bee"
"17421",34,46,26,27,26,0.963,26,1,1,"D-Mannitol","Growth at 19°C","Bee"
"17422",34,47,26,27,26,0.963,26,1,1,"D-Mannitol","Growth at 25°C","Bee"
"17423",34,48,26,26,25,0.927,25,0.96296,1,"D-Mannitol","Growth at 30°C","Bee"
"17424",34,49,26,15,14,0.535,14.4,0.55556,1,"D-Mannitol","Growth at 37°C","Bee"
"17425",35,37,25,4,4,0.137,3.7,1,0.7208,"D-Glucitol","DL-Lactate","Bee"
"17426",35,38,25,20,19,0.686,18.5,0.94017,0.45869,"D-Glucitol","Succinate","Bee"
"17427",35,39,25,17,17,0.583,15.7,1,0.12821,"D-Glucitol","Citrate","Bee"
"17428",35,40,25,19,18,0.652,17.6,0.92023,0.51282,"D-Glucitol","D-Gluconate","Bee"
"17429",35,41,25,6,6,0.206,5.6,1,0.59829,"D-Glucitol","D-Glucosamine","Bee"
"17430",35,42,25,8,7,0.274,7.4,0.51282,0.92023,"D-Glucitol","Nitrate","Bee"
"17431",35,43,25,3,3,0.103,2.8,1,0.78632,"D-Glucitol","Vitamin-free","Bee"
"17432",35,44,25,15,13,0.514,13.9,0.29915,1,"D-Glucitol","2-Keto-D-gluconate","Bee"
"17433",35,46,25,27,25,0.926,25,1,1,"D-Glucitol","Growth at 19°C","Bee"
"17434",35,47,25,27,25,0.926,25,1,1,"D-Glucitol","Growth at 25°C","Bee"
"17435",35,48,25,26,24,0.892,24.1,0.92593,1,"D-Glucitol","Growth at 30°C","Bee"
"17436",35,49,25,15,14,0.514,13.9,0.81197,0.70085,"D-Glucitol","Growth at 37°C","Bee"
"17437",36,46,1,27,1,0.037,1,1,1,"myo-Inositol","Growth at 19°C","Bee"
"17438",36,47,1,27,1,0.037,1,1,1,"myo-Inositol","Growth at 25°C","Bee"
"17439",37,38,4,20,4,0.11,3,1,0.27607,"DL-Lactate","Succinate","Bee"
"17440",37,39,4,17,4,0.093,2.5,1,0.13561,"DL-Lactate","Citrate","Bee"
"17441",37,40,4,19,4,0.104,2.8,1,0.22085,"DL-Lactate","D-Gluconate","Bee"
"17442",37,42,4,8,2,0.044,1.2,0.93538,0.33744,"DL-Lactate","Nitrate","Bee"
"17443",37,44,4,15,4,0.082,2.2,1,0.07778,"DL-Lactate","2-Keto-D-gluconate","Bee"
"17444",37,46,4,27,4,0.148,4,1,1,"DL-Lactate","Growth at 19°C","Bee"
"17445",37,47,4,27,4,0.148,4,1,1,"DL-Lactate","Growth at 25°C","Bee"
"17446",37,48,4,26,4,0.143,3.9,1,0.85185,"DL-Lactate","Growth at 30°C","Bee"
"17447",37,49,4,15,1,0.082,2.2,0.21624,0.97179,"DL-Lactate","Growth at 37°C","Bee"
"17448",38,39,20,17,16,0.466,12.6,0.99986,0.00416,"Succinate","Citrate","Bee"
"17449",38,40,20,19,15,0.521,14.1,0.91223,0.3322,"Succinate","D-Gluconate","Bee"
"17450",38,41,20,6,6,0.165,4.4,1,0.13094,"Succinate","D-Glucosamine","Bee"
"17451",38,42,20,8,7,0.219,5.9,0.94326,0.30117,"Succinate","Nitrate","Bee"
"17452",38,43,20,3,2,0.082,2.2,0.61026,0.84444,"Succinate","Vitamin-free","Bee"
"17453",38,44,20,15,12,0.412,11.1,0.88986,0.36377,"Succinate","2-Keto-D-gluconate","Bee"
"17454",38,46,20,27,20,0.741,20,1,1,"Succinate","Growth at 19°C","Bee"
"17455",38,47,20,27,20,0.741,20,1,1,"Succinate","Growth at 25°C","Bee"
"17456",38,48,20,26,19,0.713,19.3,0.74074,1,"Succinate","Growth at 30°C","Bee"
"17457",38,49,20,15,11,0.412,11.1,0.63623,0.70193,"Succinate","Growth at 37°C","Bee"
"17458",39,40,17,19,15,0.443,12,0.99906,0.0138,"Citrate","D-Gluconate","Bee"
"17459",39,41,17,6,5,0.14,3.8,0.95819,0.25086,"Citrate","D-Glucosamine","Bee"
"17460",39,42,17,8,4,0.187,5,0.31612,0.90901,"Citrate","Nitrate","Bee"
"17461",39,43,17,3,2,0.07,1.9,0.76752,0.69744,"Citrate","Vitamin-free","Bee"
"17462",39,44,17,15,11,0.35,9.4,0.95072,0.19878,"Citrate","2-Keto-D-gluconate","Bee"
"17463",39,46,17,27,17,0.63,17,1,1,"Citrate","Growth at 19°C","Bee"
"17464",39,47,17,27,17,0.63,17,1,1,"Citrate","Growth at 25°C","Bee"
"17465",39,48,17,26,16,0.606,16.4,0.62963,1,"Citrate","Growth at 30°C","Bee"
"17466",39,49,17,15,8,0.35,9.4,0.22563,0.94218,"Citrate","Growth at 37°C","Bee"
"17467",40,41,19,6,6,0.156,4.2,1,0.09166,"D-Gluconate","D-Glucosamine","Bee"
"17468",40,42,19,8,4,0.209,5.6,0.14888,0.97333,"D-Gluconate","Nitrate","Bee"
"17469",40,43,19,3,2,0.078,2.1,0.66872,0.79897,"D-Gluconate","Vitamin-free","Bee"
"17470",40,44,19,15,13,0.391,10.6,0.99443,0.04928,"D-Gluconate","2-Keto-D-gluconate","Bee"
"17471",40,46,19,27,19,0.704,19,1,1,"D-Gluconate","Growth at 19°C","Bee"
"17472",40,47,19,27,19,0.704,19,1,1,"D-Gluconate","Growth at 25°C","Bee"
"17473",40,48,19,26,18,0.678,18.3,0.7037,1,"D-Gluconate","Growth at 30°C","Bee"
"17474",40,49,19,15,11,0.391,10.6,0.78841,0.51594,"D-Gluconate","Growth at 37°C","Bee"
"17475",41,42,6,8,0,0.066,1.8,0.09166,1,"D-Glucosamine","Nitrate","Bee"
"17476",41,44,6,15,6,0.123,3.3,1,0.01691,"D-Glucosamine","2-Keto-D-gluconate","Bee"
"17477",41,46,6,27,6,0.222,6,1,1,"D-Glucosamine","Growth at 19°C","Bee"
"17478",41,47,6,27,6,0.222,6,1,1,"D-Glucosamine","Growth at 25°C","Bee"
"17479",41,48,6,26,5,0.214,5.8,0.22222,1,"D-Glucosamine","Growth at 30°C","Bee"
"17480",41,49,6,15,3,0.123,3.3,0.557,0.78116,"D-Glucosamine","Growth at 37°C","Bee"
"17481",42,44,8,15,5,0.165,4.4,0.81353,0.48406,"Nitrate","2-Keto-D-gluconate","Bee"
"17482",42,46,8,27,8,0.296,8,1,1,"Nitrate","Growth at 19°C","Bee"
"17483",42,47,8,27,8,0.296,8,1,1,"Nitrate","Growth at 25°C","Bee"
"17484",42,48,8,26,8,0.285,7.7,1,0.7037,"Nitrate","Growth at 30°C","Bee"
"17485",42,49,8,15,5,0.165,4.4,0.81353,0.48406,"Nitrate","Growth at 37°C","Bee"
"17486",43,44,3,15,3,0.062,1.7,1,0.15556,"Vitamin-free","2-Keto-D-gluconate","Bee"
"17487",43,46,3,27,3,0.111,3,1,1,"Vitamin-free","Growth at 19°C","Bee"
"17488",43,47,3,27,3,0.111,3,1,1,"Vitamin-free","Growth at 25°C","Bee"
"17489",43,48,3,26,3,0.107,2.9,1,0.88889,"Vitamin-free","Growth at 30°C","Bee"
"17490",43,49,3,15,1,0.062,1.7,0.41368,0.92479,"Vitamin-free","Growth at 37°C","Bee"
"17491",44,46,15,27,15,0.556,15,1,1,"2-Keto-D-gluconate","Growth at 19°C","Bee"
"17492",44,47,15,27,15,0.556,15,1,1,"2-Keto-D-gluconate","Growth at 25°C","Bee"
"17493",44,48,15,26,14,0.535,14.4,0.55556,1,"2-Keto-D-gluconate","Growth at 30°C","Bee"
"17494",44,49,15,15,6,0.309,8.3,0.07571,0.98763,"2-Keto-D-gluconate","Growth at 37°C","Bee"
"17495",45,46,1,27,1,0.037,1,1,1,"Starch formation","Growth at 19°C","Bee"
"17496",45,47,1,27,1,0.037,1,1,1,"Starch formation","Growth at 25°C","Bee"
"17497",46,47,27,27,27,1,27,1,1,"Growth at 19°C","Growth at 25°C","Bee"
"17498",46,48,27,26,26,0.963,26,1,1,"Growth at 19°C","Growth at 30°C","Bee"
"17499",46,49,27,15,15,0.556,15,1,1,"Growth at 19°C","Growth at 37°C","Bee"
"17500",47,48,27,26,26,0.963,26,1,1,"Growth at 25°C","Growth at 30°C","Bee"
"17501",47,49,27,15,15,0.556,15,1,1,"Growth at 25°C","Growth at 37°C","Bee"
"17502",48,49,26,15,15,0.535,14.4,1,0.44444,"Growth at 30°C","Growth at 37°C","Bee"
"17503",1,2,43,16,16,0.265,13.5,1,0.03696,"Glucose_F","Galactose_F","Tree.exudate"
"17504",1,3,43,19,19,0.314,16,1,0.01652,"Glucose_F","Sucrose_F","Tree.exudate"
"17505",1,4,43,10,10,0.165,8.4,1,0.15005,"Glucose_F","Maltose_F","Tree.exudate"
"17506",1,6,43,10,10,0.165,8.4,1,0.15005,"Glucose_F","Raffinose_F","Tree.exudate"
"17507",1,7,43,13,13,0.215,11,1,0.0768,"Glucose_F","Trehalose_F","Tree.exudate"
"17508",1,8,43,51,43,0.843,43,1,1,"Glucose_F","Glucose","Tree.exudate"
"17509",1,9,43,6,6,0.099,5.1,1,0.33851,"Glucose_F","Inulin","Tree.exudate"
"17510",1,10,43,32,30,0.529,27,0.99735,0.02379,"Glucose_F","Sucrose","Tree.exudate"
"17511",1,11,43,14,13,0.231,11.8,0.93937,0.28699,"Glucose_F","Raffinose","Tree.exudate"
"17512",1,12,43,5,5,0.083,4.2,1,0.40978,"Glucose_F","Melibiose","Tree.exudate"
"17513",1,13,43,24,21,0.397,20.2,0.83474,0.42187,"Glucose_F","Galactose","Tree.exudate"
"17514",1,14,43,3,3,0.05,2.5,1,0.59261,"Glucose_F","Lactose","Tree.exudate"
"17515",1,15,43,34,31,0.562,28.7,0.98802,0.07013,"Glucose_F","Trehalose","Tree.exudate"
"17516",1,16,43,26,24,0.43,21.9,0.97867,0.11172,"Glucose_F","Maltose","Tree.exudate"
"17517",1,17,43,24,22,0.397,20.2,0.96304,0.16526,"Glucose_F","Melezitose","Tree.exudate"
"17518",1,18,43,26,24,0.43,21.9,0.97867,0.11172,"Glucose_F","Methyl-?-D-glucoside","Tree.exudate"
"17519",1,19,43,7,5,0.116,5.9,0.3004,0.9324,"Glucose_F","Soluble Starch","Tree.exudate"
"17520",1,20,43,32,29,0.529,27,0.97621,0.11436,"Glucose_F","Cellobiose","Tree.exudate"
"17521",1,21,43,32,29,0.529,27,0.97621,0.11436,"Glucose_F","Salicin","Tree.exudate"
"17522",1,22,43,29,22,0.479,24.5,0.06067,0.99326,"Glucose_F","L-Sorbose","Tree.exudate"
"17523",1,23,43,16,13,0.265,13.5,0.48818,0.79732,"Glucose_F","L-Rhamnose","Tree.exudate"
"17524",1,24,43,35,29,0.579,29.5,0.51182,0.79407,"Glucose_F","D-Xylose","Tree.exudate"
"17525",1,25,43,15,13,0.248,12.6,0.75583,0.56535,"Glucose_F","L-Arabinose","Tree.exudate"
"17526",1,26,43,14,12,0.231,11.8,0.71301,0.61923,"Glucose_F","D-Arabinose","Tree.exudate"
"17527",1,27,43,21,17,0.347,17.7,0.4302,0.82739,"Glucose_F","D-Ribose","Tree.exudate"
"17528",1,28,43,10,7,0.165,8.4,0.17912,0.9621,"Glucose_F","Methanol","Tree.exudate"
"17529",1,29,43,48,40,0.794,40.5,0.59261,1,"Glucose_F","Ethanol","Tree.exudate"
"17530",1,30,43,44,36,0.727,37.1,0.27833,1,"Glucose_F","Glycerol","Tree.exudate"
"17531",1,31,43,15,12,0.248,12.6,0.43465,0.83473,"Glucose_F","Erythritol","Tree.exudate"
"17532",1,32,43,30,26,0.496,25.3,0.82739,0.4302,"Glucose_F","Ribitol","Tree.exudate"
"17533",1,33,43,4,4,0.066,3.4,1,0.49384,"Glucose_F","Galactitol","Tree.exudate"
"17534",1,34,43,43,37,0.711,36.3,0.90065,0.36742,"Glucose_F","D-Mannitol","Tree.exudate"
"17535",1,35,43,44,38,0.727,37.1,0.9324,0.3004,"Glucose_F","D-Glucitol","Tree.exudate"
"17536",1,37,43,34,29,0.562,28.7,0.75653,0.54062,"Glucose_F","DL-Lactate","Tree.exudate"
"17537",1,38,43,44,36,0.727,37.1,0.27833,1,"Glucose_F","Succinate","Tree.exudate"
"17538",1,39,43,27,23,0.446,22.8,0.71473,0.57813,"Glucose_F","Citrate","Tree.exudate"
"17539",1,40,43,23,20,0.38,19.4,0.80266,0.47068,"Glucose_F","D-Gluconate","Tree.exudate"
"17540",1,41,43,19,19,0.314,16,1,0.01652,"Glucose_F","D-Glucosamine","Tree.exudate"
"17541",1,42,43,7,5,0.116,5.9,0.3004,0.9324,"Glucose_F","Nitrate","Tree.exudate"
"17542",1,43,43,6,5,0.099,5.1,0.66149,0.76611,"Glucose_F","Vitamin-free","Tree.exudate"
"17543",1,44,43,20,19,0.331,16.9,0.98761,0.09498,"Glucose_F","2-Keto-D-gluconate","Tree.exudate"
"17544",1,45,43,2,1,0.033,1.7,0.29176,0.97804,"Glucose_F","Starch formation","Tree.exudate"
"17545",1,46,43,51,43,0.843,43,1,1,"Glucose_F","Growth at 19°C","Tree.exudate"
"17546",1,47,43,51,43,0.843,43,1,1,"Glucose_F","Growth at 25°C","Tree.exudate"
"17547",1,48,43,48,41,0.794,40.5,0.9395,0.40739,"Glucose_F","Growth at 30°C","Tree.exudate"
"17548",1,49,43,27,23,0.446,22.8,0.71473,0.57813,"Glucose_F","Growth at 37°C","Tree.exudate"
"17549",2,3,16,19,10,0.117,6,0.99761,0.01406,"Galactose_F","Sucrose_F","Tree.exudate"
"17550",2,4,16,10,7,0.062,3.1,0.99937,0.00649,"Galactose_F","Maltose_F","Tree.exudate"
"17551",2,6,16,10,7,0.062,3.1,0.99937,0.00649,"Galactose_F","Raffinose_F","Tree.exudate"
"17552",2,7,16,13,7,0.08,4.1,0.98985,0.04913,"Galactose_F","Trehalose_F","Tree.exudate"
"17553",2,8,16,51,16,0.314,16,1,1,"Galactose_F","Glucose","Tree.exudate"
"17554",2,9,16,6,5,0.037,1.9,0.99956,0.00893,"Galactose_F","Inulin","Tree.exudate"
"17555",2,10,16,32,15,0.197,10,0.99992,0.00158,"Galactose_F","Sucrose","Tree.exudate"
"17556",2,11,16,14,8,0.086,4.4,0.99678,0.01938,"Galactose_F","Raffinose","Tree.exudate"
"17557",2,12,16,5,4,0.031,1.6,0.99814,0.02898,"Galactose_F","Melibiose","Tree.exudate"
"17558",2,13,16,24,16,0.148,7.5,1,0,"Galactose_F","Galactose","Tree.exudate"
"17559",2,15,16,34,13,0.209,10.7,0.96891,0.11905,"Galactose_F","Trehalose","Tree.exudate"
"17560",2,16,16,26,12,0.16,8.2,0.99623,0.02079,"Galactose_F","Maltose","Tree.exudate"
"17561",2,17,16,24,10,0.148,7.5,0.96418,0.11674,"Galactose_F","Melezitose","Tree.exudate"
"17562",2,18,16,26,12,0.16,8.2,0.99623,0.02079,"Galactose_F","Methyl-?-D-glucoside","Tree.exudate"
"17563",2,19,16,7,2,0.043,2.2,0.61888,0.7176,"Galactose_F","Soluble Starch","Tree.exudate"
"17564",2,20,16,32,12,0.197,10,0.94026,0.18172,"Galactose_F","Cellobiose","Tree.exudate"
"17565",2,21,16,32,12,0.197,10,0.94026,0.18172,"Galactose_F","Salicin","Tree.exudate"
"17566",2,22,16,29,13,0.178,9.1,0.99726,0.01731,"Galactose_F","L-Sorbose","Tree.exudate"
"17567",2,23,16,16,5,0.098,5,0.62754,0.62647,"Galactose_F","L-Rhamnose","Tree.exudate"
"17568",2,24,16,35,12,0.215,11,0.83815,0.37353,"Galactose_F","D-Xylose","Tree.exudate"
"17569",2,25,16,15,5,0.092,4.7,0.70438,0.54709,"Galactose_F","L-Arabinose","Tree.exudate"
"17570",2,26,16,14,6,0.086,4.4,0.92111,0.22469,"Galactose_F","D-Arabinose","Tree.exudate"
"17571",2,27,16,21,8,0.129,6.6,0.87915,0.28685,"Galactose_F","D-Ribose","Tree.exudate"
"17572",2,28,16,10,1,0.062,3.1,0.10278,0.98563,"Galactose_F","Methanol","Tree.exudate"
"17573",2,29,16,48,15,0.295,15.1,0.68571,0.77143,"Galactose_F","Ethanol","Tree.exudate"
"17574",2,30,16,44,15,0.271,13.8,0.94192,0.2824,"Galactose_F","Glycerol","Tree.exudate"
"17575",2,31,16,15,4,0.092,4.7,0.45291,0.78523,"Galactose_F","Erythritol","Tree.exudate"
"17576",2,32,16,30,10,0.185,9.4,0.74598,0.48127,"Galactose_F","Ribitol","Tree.exudate"
"17577",2,33,16,4,3,0.025,1.3,0.99272,0.08571,"Galactose_F","Galactitol","Tree.exudate"
"17578",2,34,16,43,15,0.265,13.5,0.96304,0.20593,"Galactose_F","D-Mannitol","Tree.exudate"
"17579",2,35,16,44,15,0.271,13.8,0.94192,0.2824,"Galactose_F","D-Glucitol","Tree.exudate"
"17580",2,37,16,34,12,0.209,10.7,0.88095,0.30095,"Galactose_F","DL-Lactate","Tree.exudate"
"17581",2,38,16,44,15,0.271,13.8,0.94192,0.2824,"Galactose_F","Succinate","Tree.exudate"
"17582",2,39,16,27,8,0.166,8.5,0.50616,0.72142,"Galactose_F","Citrate","Tree.exudate"
"17583",2,40,16,23,12,0.141,7.2,0.99943,0.00443,"Galactose_F","D-Gluconate","Tree.exudate"
"17584",2,41,16,19,8,0.117,6,0.9426,0.16821,"Galactose_F","D-Glucosamine","Tree.exudate"
"17585",2,42,16,7,1,0.043,2.2,0.2824,0.94192,"Galactose_F","Nitrate","Tree.exudate"
"17586",2,43,16,6,2,0.037,1.9,0.72742,0.62146,"Galactose_F","Vitamin-free","Tree.exudate"
"17587",2,44,16,20,9,0.123,6.3,0.97646,0.0851,"Galactose_F","2-Keto-D-gluconate","Tree.exudate"
"17588",2,46,16,51,16,0.314,16,1,1,"Galactose_F","Growth at 19°C","Tree.exudate"
"17589",2,47,16,51,16,0.314,16,1,1,"Galactose_F","Growth at 25°C","Tree.exudate"
"17590",2,48,16,48,15,0.295,15.1,0.68571,0.77143,"Galactose_F","Growth at 30°C","Tree.exudate"
"17591",2,49,16,27,9,0.166,8.5,0.73226,0.49384,"Galactose_F","Growth at 37°C","Tree.exudate"
"17592",3,4,19,10,8,0.073,3.7,0.99976,0.00317,"Sucrose_F","Maltose_F","Tree.exudate"
"17593",3,6,19,10,10,0.073,3.7,1,1e-05,"Sucrose_F","Raffinose_F","Tree.exudate"
"17594",3,7,19,13,6,0.095,4.8,0.86415,0.3276,"Sucrose_F","Trehalose_F","Tree.exudate"
"17595",3,8,19,51,19,0.373,19,1,1,"Sucrose_F","Glucose","Tree.exudate"
"17596",3,9,19,6,5,0.044,2.2,0.99849,0.02217,"Sucrose_F","Inulin","Tree.exudate"
"17597",3,10,19,32,19,0.234,11.9,1,1e-05,"Sucrose_F","Sucrose","Tree.exudate"
"17598",3,11,19,14,12,0.102,5.2,1,2e-05,"Sucrose_F","Raffinose","Tree.exudate"
"17599",3,12,19,5,4,0.037,1.9,0.99505,0.05775,"Sucrose_F","Melibiose","Tree.exudate"
"17600",3,13,19,24,12,0.175,8.9,0.98096,0.06859,"Sucrose_F","Galactose","Tree.exudate"
"17601",3,14,19,3,2,0.022,1.1,0.95347,0.30929,"Sucrose_F","Lactose","Tree.exudate"
"17602",3,15,19,34,13,0.248,12.7,0.69281,0.54418,"Sucrose_F","Trehalose","Tree.exudate"
"17603",3,16,19,26,13,0.19,9.7,0.98712,0.05089,"Sucrose_F","Maltose","Tree.exudate"
"17604",3,17,19,24,11,0.175,8.9,0.93141,0.18295,"Sucrose_F","Melezitose","Tree.exudate"
"17605",3,18,19,26,13,0.19,9.7,0.98712,0.05089,"Sucrose_F","Methyl-?-D-glucoside","Tree.exudate"
"17606",3,19,19,7,3,0.051,2.6,0.77619,0.52478,"Sucrose_F","Soluble Starch","Tree.exudate"
"17607",3,20,19,32,14,0.234,11.9,0.94054,0.17258,"Sucrose_F","Cellobiose","Tree.exudate"
"17608",3,21,19,32,14,0.234,11.9,0.94054,0.17258,"Sucrose_F","Salicin","Tree.exudate"
