"","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name","Isolation"
"1",1,2,68,31,31,0.26,23.4,1,2e-05,"Glucose_F","Galactose_F","Pathogenic"
"2",1,3,68,30,30,0.252,22.7,1,3e-05,"Glucose_F","Sucrose_F","Pathogenic"
"3",1,4,68,22,22,0.185,16.6,1,0.00075,"Glucose_F","Maltose_F","Pathogenic"
"4",1,6,68,20,20,0.168,15.1,1,0.00161,"Glucose_F","Raffinose_F","Pathogenic"
"5",1,7,68,31,31,0.26,23.4,1,2e-05,"Glucose_F","Trehalose_F","Pathogenic"
"6",1,8,68,90,68,0.756,68,1,1,"Glucose_F","Glucose","Pathogenic"
"7",1,9,68,11,11,0.092,8.3,1,0.03685,"Glucose_F","Inulin","Pathogenic"
"8",1,10,68,49,44,0.411,37,0.99991,0.00063,"Glucose_F","Sucrose","Pathogenic"
"9",1,11,68,32,27,0.269,24.2,0.95889,0.11575,"Glucose_F","Raffinose","Pathogenic"
"10",1,12,68,14,11,0.118,10.6,0.72391,0.53729,"Glucose_F","Melibiose","Pathogenic"
"11",1,13,68,62,44,0.52,46.8,0.10492,0.96612,"Glucose_F","Galactose","Pathogenic"
"12",1,14,68,13,12,0.109,9.8,0.98091,0.11657,"Glucose_F","Lactose","Pathogenic"
"13",1,15,68,58,50,0.487,43.8,0.99963,0.00207,"Glucose_F","Trehalose","Pathogenic"
"14",1,16,68,49,43,0.411,37,0.99937,0.00334,"Glucose_F","Maltose","Pathogenic"
"15",1,17,68,44,41,0.369,33.2,0.99999,0.00011,"Glucose_F","Melezitose","Pathogenic"
"16",1,18,68,44,40,0.369,33.2,0.99989,0.00083,"Glucose_F","Methyl-?-D-glucoside","Pathogenic"
"17",1,19,68,30,26,0.252,22.7,0.98053,0.06704,"Glucose_F","Soluble Starch","Pathogenic"
"18",1,20,68,53,43,0.445,40,0.95686,0.11091,"Glucose_F","Cellobiose","Pathogenic"
"19",1,21,68,53,42,0.445,40,0.88909,0.23319,"Glucose_F","Salicin","Pathogenic"
"20",1,22,68,52,34,0.437,39.3,0.0073,0.99861,"Glucose_F","L-Sorbose","Pathogenic"
"21",1,23,68,28,23,0.235,21.2,0.89508,0.2413,"Glucose_F","L-Rhamnose","Pathogenic"
"22",1,24,68,62,48,0.52,46.8,0.81081,0.35876,"Glucose_F","D-Xylose","Pathogenic"
"23",1,25,68,41,33,0.344,31,0.89354,0.22752,"Glucose_F","L-Arabinose","Pathogenic"
"24",1,26,68,29,23,0.243,21.9,0.79609,0.38465,"Glucose_F","D-Arabinose","Pathogenic"
"25",1,27,68,42,35,0.353,31.7,0.96922,0.08612,"Glucose_F","D-Ribose","Pathogenic"
"26",1,28,68,5,3,0.042,3.8,0.35515,0.90826,"Glucose_F","Methanol","Pathogenic"
"27",1,29,68,79,62,0.663,59.7,0.97755,0.09173,"Glucose_F","Ethanol","Pathogenic"
"28",1,30,68,80,59,0.672,60.4,0.24034,0.94917,"Glucose_F","Glycerol","Pathogenic"
"29",1,31,68,28,20,0.235,21.2,0.35876,0.81081,"Glucose_F","Erythritol","Pathogenic"
"30",1,32,68,55,41,0.462,41.6,0.49277,0.69947,"Glucose_F","Ribitol","Pathogenic"
"31",1,33,68,17,13,0.143,12.8,0.64782,0.59774,"Glucose_F","Galactitol","Pathogenic"
"32",1,34,68,67,51,0.562,50.6,0.69516,0.51769,"Glucose_F","D-Mannitol","Pathogenic"
"33",1,35,68,70,52,0.588,52.9,0.42043,0.79043,"Glucose_F","D-Glucitol","Pathogenic"
"34",1,36,68,9,4,0.076,6.8,0.03624,0.99412,"Glucose_F","myo-Inositol","Pathogenic"
"35",1,37,68,50,33,0.42,37.8,0.01589,0.99627,"Glucose_F","DL-Lactate","Pathogenic"
"36",1,38,68,79,59,0.663,59.7,0.46421,0.80941,"Glucose_F","Succinate","Pathogenic"
"37",1,39,68,66,49,0.554,49.9,0.4283,0.77234,"Glucose_F","Citrate","Pathogenic"
"38",1,40,68,63,50,0.529,47.6,0.93747,0.15458,"Glucose_F","D-Gluconate","Pathogenic"
"39",1,41,68,38,33,0.319,28.7,0.9927,0.02797,"Glucose_F","D-Glucosamine","Pathogenic"
"40",1,42,68,11,11,0.092,8.3,1,0.03685,"Glucose_F","Nitrate","Pathogenic"
"41",1,43,68,19,14,0.16,14.4,0.52228,0.7037,"Glucose_F","Vitamin-free","Pathogenic"
"42",1,44,68,46,37,0.386,34.8,0.91118,0.19613,"Glucose_F","2-Keto-D-gluconate","Pathogenic"
"43",1,45,68,6,3,0.05,4.5,0.15372,0.97024,"Glucose_F","Starch formation","Pathogenic"
"44",1,46,68,85,63,0.714,64.2,0.23719,1,"Glucose_F","Growth at 19°C","Pathogenic"
"45",1,47,68,90,68,0.756,68,1,1,"Glucose_F","Growth at 25°C","Pathogenic"
"46",1,48,68,87,65,0.73,65.7,0.42659,1,"Glucose_F","Growth at 30°C","Pathogenic"
"47",1,49,68,66,54,0.554,49.9,0.9937,0.02441,"Glucose_F","Growth at 37°C","Pathogenic"
"48",2,3,31,30,19,0.115,10.3,0.99999,7e-05,"Galactose_F","Sucrose_F","Pathogenic"
"49",2,4,31,22,19,0.084,7.6,1,0,"Galactose_F","Maltose_F","Pathogenic"
"50",2,6,31,20,13,0.077,6.9,0.99973,0.00165,"Galactose_F","Raffinose_F","Pathogenic"
"51",2,7,31,31,21,0.119,10.7,1,0,"Galactose_F","Trehalose_F","Pathogenic"
"52",2,8,31,90,31,0.344,31,1,1,"Galactose_F","Glucose","Pathogenic"
"53",2,9,31,11,7,0.042,3.8,0.99294,0.03582,"Galactose_F","Inulin","Pathogenic"
"54",2,10,31,49,24,0.188,16.9,0.99974,0.00135,"Galactose_F","Sucrose","Pathogenic"
"55",2,11,31,32,15,0.122,11,0.98044,0.05428,"Galactose_F","Raffinose","Pathogenic"
"56",2,12,31,14,7,0.054,4.8,0.94694,0.15231,"Galactose_F","Melibiose","Pathogenic"
"57",2,13,31,62,30,0.237,21.4,1,1e-05,"Galactose_F","Galactose","Pathogenic"
"58",2,14,31,13,9,0.05,4.5,0.99903,0.00655,"Galactose_F","Lactose","Pathogenic"
"59",2,15,31,58,29,0.222,20,1,1e-05,"Galactose_F","Trehalose","Pathogenic"
"60",2,16,31,49,25,0.188,16.9,0.99996,0.00026,"Galactose_F","Maltose","Pathogenic"
"61",2,17,31,44,23,0.168,15.2,0.99992,0.00049,"Galactose_F","Melezitose","Pathogenic"
"62",2,18,31,44,24,0.168,15.2,0.99999,8e-05,"Galactose_F","Methyl-?-D-glucoside","Pathogenic"
"63",2,19,31,30,17,0.115,10.3,0.99959,0.002,"Galactose_F","Soluble Starch","Pathogenic"
"64",2,20,31,53,22,0.203,18.3,0.97337,0.07079,"Galactose_F","Cellobiose","Pathogenic"
"65",2,21,31,53,22,0.203,18.3,0.97337,0.07079,"Galactose_F","Salicin","Pathogenic"
"66",2,22,31,52,23,0.199,17.9,0.99464,0.01861,"Galactose_F","L-Sorbose","Pathogenic"
"67",2,23,31,28,13,0.107,9.6,0.96662,0.08652,"Galactose_F","L-Rhamnose","Pathogenic"
"68",2,24,31,62,28,0.237,21.4,0.99987,0.00101,"Galactose_F","D-Xylose","Pathogenic"
"69",2,25,31,41,21,0.157,14.1,0.99953,0.00216,"Galactose_F","L-Arabinose","Pathogenic"
"70",2,26,31,29,16,0.111,10,0.9989,0.00478,"Galactose_F","D-Arabinose","Pathogenic"
"71",2,27,31,42,25,0.161,14.5,1,0,"Galactose_F","D-Ribose","Pathogenic"
"72",2,28,31,5,2,0.019,1.7,0.7789,0.56506,"Galactose_F","Methanol","Pathogenic"
"73",2,29,31,79,30,0.302,27.2,0.99327,0.05354,"Galactose_F","Ethanol","Pathogenic"
"74",2,30,31,80,30,0.306,27.6,0.98902,0.07908,"Galactose_F","Glycerol","Pathogenic"
"75",2,31,31,28,14,0.107,9.6,0.9894,0.03338,"Galactose_F","Erythritol","Pathogenic"
"76",2,32,31,55,28,0.21,18.9,1,2e-05,"Galactose_F","Ribitol","Pathogenic"
"77",2,33,31,17,10,0.065,5.9,0.99505,0.02114,"Galactose_F","Galactitol","Pathogenic"
"78",2,34,31,67,29,0.256,23.1,0.99981,0.00172,"Galactose_F","D-Mannitol","Pathogenic"
"79",2,35,31,70,29,0.268,24.1,0.9991,0.00681,"Galactose_F","D-Glucitol","Pathogenic"
"80",2,36,31,9,4,0.034,3.1,0.84956,0.37349,"Galactose_F","myo-Inositol","Pathogenic"
"81",2,37,31,50,14,0.191,17.2,0.11224,0.95164,"Galactose_F","DL-Lactate","Pathogenic"
"82",2,38,31,79,31,0.302,27.2,1,0.00673,"Galactose_F","Succinate","Pathogenic"
"83",2,39,31,66,24,0.253,22.7,0.81131,0.35458,"Galactose_F","Citrate","Pathogenic"
"84",2,40,31,63,22,0.241,21.7,0.64717,0.54252,"Galactose_F","D-Gluconate","Pathogenic"
"85",2,41,31,38,23,0.145,13.1,1,1e-05,"Galactose_F","D-Glucosamine","Pathogenic"
"86",2,42,31,11,4,0.042,3.8,0.69157,0.56644,"Galactose_F","Nitrate","Pathogenic"
"87",2,43,31,19,11,0.073,6.5,0.9959,0.01718,"Galactose_F","Vitamin-free","Pathogenic"
"88",2,44,31,46,22,0.176,15.8,0.99861,0.00569,"Galactose_F","2-Keto-D-gluconate","Pathogenic"
"89",2,45,31,6,1,0.023,2.1,0.32164,0.92763,"Galactose_F","Starch formation","Pathogenic"
"90",2,46,31,85,31,0.325,29.3,1,0.11391,"Galactose_F","Growth at 19°C","Pathogenic"
"91",2,47,31,90,31,0.344,31,1,1,"Galactose_F","Growth at 25°C","Pathogenic"
"92",2,48,31,87,31,0.333,30,1,0.27672,"Galactose_F","Growth at 30°C","Pathogenic"
"93",2,49,31,66,27,0.253,22.7,0.99364,0.02635,"Galactose_F","Growth at 37°C","Pathogenic"
"94",3,4,30,22,20,0.081,7.3,1,0,"Sucrose_F","Maltose_F","Pathogenic"
"95",3,6,30,20,20,0.074,6.7,1,0,"Sucrose_F","Raffinose_F","Pathogenic"
"96",3,7,30,31,21,0.115,10.3,1,0,"Sucrose_F","Trehalose_F","Pathogenic"
"97",3,8,30,90,30,0.333,30,1,1,"Sucrose_F","Glucose","Pathogenic"
"98",3,9,30,11,10,0.041,3.7,1,4e-05,"Sucrose_F","Inulin","Pathogenic"
"99",3,10,30,49,29,0.181,16.3,1,0,"Sucrose_F","Sucrose","Pathogenic"
"100",3,11,30,32,24,0.119,10.7,1,0,"Sucrose_F","Raffinose","Pathogenic"
"101",3,12,30,14,9,0.052,4.7,0.99815,0.01049,"Sucrose_F","Melibiose","Pathogenic"
"102",3,13,30,62,23,0.23,20.7,0.91625,0.18873,"Sucrose_F","Galactose","Pathogenic"
"103",3,14,30,13,8,0.048,4.3,0.99507,0.02438,"Sucrose_F","Lactose","Pathogenic"
"104",3,15,30,58,29,0.215,19.3,1,0,"Sucrose_F","Trehalose","Pathogenic"
"105",3,16,30,49,28,0.181,16.3,1,0,"Sucrose_F","Maltose","Pathogenic"
"106",3,17,30,44,28,0.163,14.7,1,0,"Sucrose_F","Melezitose","Pathogenic"
"107",3,18,30,44,27,0.163,14.7,1,0,"Sucrose_F","Methyl-?-D-glucoside","Pathogenic"
"108",3,19,30,30,17,0.111,10,0.99979,0.00113,"Sucrose_F","Soluble Starch","Pathogenic"
"109",3,20,30,53,26,0.196,17.7,0.99999,0.00011,"Sucrose_F","Cellobiose","Pathogenic"
"110",3,21,30,53,25,0.196,17.7,0.99989,0.00069,"Sucrose_F","Salicin","Pathogenic"
"111",3,22,30,52,20,0.193,17.3,0.92507,0.16341,"Sucrose_F","L-Sorbose","Pathogenic"
"112",3,23,30,28,14,0.104,9.3,0.9932,0.02309,"Sucrose_F","L-Rhamnose","Pathogenic"
"113",3,24,30,62,27,0.23,20.7,0.99979,0.00158,"Sucrose_F","D-Xylose","Pathogenic"
"114",3,25,30,41,20,0.152,13.7,0.99899,0.0043,"Sucrose_F","L-Arabinose","Pathogenic"
"115",3,26,30,29,13,0.107,9.7,0.96563,0.0885,"Sucrose_F","D-Arabinose","Pathogenic"
"116",3,27,30,42,20,0.156,14,0.99831,0.00668,"Sucrose_F","D-Ribose","Pathogenic"
"117",3,28,30,5,1,0.019,1.7,0.45713,0.87573,"Sucrose_F","Methanol","Pathogenic"
"118",3,29,30,79,28,0.293,26.3,0.9374,0.21717,"Sucrose_F","Ethanol","Pathogenic"
"119",3,30,30,80,29,0.296,26.7,0.98682,0.0907,"Sucrose_F","Glycerol","Pathogenic"
"120",3,31,30,28,10,0.104,9.3,0.71559,0.46389,"Sucrose_F","Erythritol","Pathogenic"
"121",3,32,30,55,23,0.204,18.3,0.99219,0.02645,"Sucrose_F","Ribitol","Pathogenic"
"122",3,33,30,17,8,0.063,5.7,0.94491,0.14769,"Sucrose_F","Galactitol","Pathogenic"
"123",3,34,30,67,29,0.248,22.3,0.99999,0.00028,"Sucrose_F","D-Mannitol","Pathogenic"
"124",3,35,30,70,29,0.259,23.3,0.99992,0.00129,"Sucrose_F","D-Glucitol","Pathogenic"
"125",3,36,30,9,4,0.033,3,0.86722,0.34471,"Sucrose_F","myo-Inositol","Pathogenic"
"126",3,37,30,50,20,0.185,16.7,0.95868,0.10067,"Sucrose_F","DL-Lactate","Pathogenic"
"127",3,38,30,79,30,0.293,26.3,1,0.00824,"Sucrose_F","Succinate","Pathogenic"
"128",3,39,30,66,28,0.244,22,0.99983,0.00157,"Sucrose_F","Citrate","Pathogenic"
"129",3,40,30,63,26,0.233,21,0.99751,0.0118,"Sucrose_F","D-Gluconate","Pathogenic"
"130",3,41,30,38,20,0.141,12.7,0.99981,0.00097,"Sucrose_F","D-Glucosamine","Pathogenic"
"131",3,42,30,11,6,0.041,3.7,0.97067,0.10727,"Sucrose_F","Nitrate","Pathogenic"
"132",3,43,30,19,11,0.07,6.3,0.9972,0.01254,"Sucrose_F","Vitamin-free","Pathogenic"
"133",3,44,30,46,23,0.17,15.3,0.9999,0.00056,"Sucrose_F","2-Keto-D-gluconate","Pathogenic"
"134",3,45,30,6,0,0.022,2,0.08041,1,"Sucrose_F","Starch formation","Pathogenic"
"135",3,46,30,85,30,0.315,28.3,1,0.12427,"Sucrose_F","Growth at 19°C","Pathogenic"
"136",3,47,30,90,30,0.333,30,1,1,"Sucrose_F","Growth at 25°C","Pathogenic"
"137",3,48,30,87,29,0.322,29,0.70872,0.74328,"Sucrose_F","Growth at 30°C","Pathogenic"
"138",3,49,30,66,25,0.244,22,0.96495,0.10129,"Sucrose_F","Growth at 37°C","Pathogenic"
"139",4,6,22,20,12,0.054,4.9,0.99999,1e-04,"Maltose_F","Raffinose_F","Pathogenic"
"140",4,7,22,31,17,0.084,7.6,1,0,"Maltose_F","Trehalose_F","Pathogenic"
"141",4,8,22,90,22,0.244,22,1,1,"Maltose_F","Glucose","Pathogenic"
"142",4,9,22,11,6,0.03,2.7,0.99625,0.02245,"Maltose_F","Inulin","Pathogenic"
"143",4,10,22,49,21,0.133,12,1,0,"Maltose_F","Sucrose","Pathogenic"
"144",4,11,22,32,14,0.087,7.8,0.99963,0.00207,"Maltose_F","Raffinose","Pathogenic"
"145",4,12,22,14,6,0.038,3.4,0.9772,0.08382,"Maltose_F","Melibiose","Pathogenic"
"146",4,13,22,62,20,0.168,15.2,0.99897,0.00756,"Maltose_F","Galactose","Pathogenic"
"147",4,14,22,13,6,0.035,3.2,0.98635,0.05767,"Maltose_F","Lactose","Pathogenic"
"148",4,15,22,58,22,0.158,14.2,1,1e-05,"Maltose_F","Trehalose","Pathogenic"
"149",4,16,22,49,22,0.133,12,1,0,"Maltose_F","Maltose","Pathogenic"
"150",4,17,22,44,21,0.12,10.8,1,0,"Maltose_F","Melezitose","Pathogenic"
"151",4,18,22,44,21,0.12,10.8,1,0,"Maltose_F","Methyl-?-D-glucoside","Pathogenic"
"152",4,19,22,30,17,0.081,7.3,1,0,"Maltose_F","Soluble Starch","Pathogenic"
"153",4,20,22,53,17,0.144,13,0.98998,0.03644,"Maltose_F","Cellobiose","Pathogenic"
"154",4,21,22,53,18,0.144,13,0.99799,0.01002,"Maltose_F","Salicin","Pathogenic"
"155",4,22,22,52,16,0.141,12.7,0.97203,0.08164,"Maltose_F","L-Sorbose","Pathogenic"
"156",4,23,22,28,10,0.076,6.8,0.97167,0.08152,"Maltose_F","L-Rhamnose","Pathogenic"
"157",4,24,22,62,22,0.168,15.2,1,6e-05,"Maltose_F","D-Xylose","Pathogenic"
"158",4,25,22,41,15,0.111,10,0.99666,0.01356,"Maltose_F","L-Arabinose","Pathogenic"
"159",4,26,22,29,9,0.079,7.1,0.8959,0.22748,"Maltose_F","D-Arabinose","Pathogenic"
"160",4,27,22,42,17,0.114,10.3,0.99986,0.00096,"Maltose_F","D-Ribose","Pathogenic"
"161",4,28,22,5,0,0.014,1.2,0.23719,1,"Maltose_F","Methanol","Pathogenic"
"162",4,29,22,79,22,0.215,19.3,1,0.03685,"Maltose_F","Ethanol","Pathogenic"
"163",4,30,22,80,22,0.217,19.6,1,0.05083,"Maltose_F","Glycerol","Pathogenic"
"164",4,31,22,28,8,0.076,6.8,0.81081,0.35876,"Maltose_F","Erythritol","Pathogenic"
"165",4,32,22,55,20,0.149,13.4,0.99994,0.00062,"Maltose_F","Ribitol","Pathogenic"
"166",4,33,22,17,6,0.046,4.2,0.92537,0.19704,"Maltose_F","Galactitol","Pathogenic"
"167",4,34,22,67,22,0.182,16.4,1,0.00051,"Maltose_F","D-Mannitol","Pathogenic"
"168",4,35,22,70,22,0.19,17.1,1,0.00161,"Maltose_F","D-Glucitol","Pathogenic"
"169",4,36,22,9,4,0.024,2.2,0.96376,0.14421,"Maltose_F","myo-Inositol","Pathogenic"
"170",4,37,22,50,13,0.136,12.2,0.73459,0.44746,"Maltose_F","DL-Lactate","Pathogenic"
"171",4,38,22,79,22,0.215,19.3,1,0.03685,"Maltose_F","Succinate","Pathogenic"
"172",4,39,22,66,20,0.179,16.1,0.99565,0.02541,"Maltose_F","Citrate","Pathogenic"
"173",4,40,22,63,18,0.171,15.4,0.95597,0.12927,"Maltose_F","D-Gluconate","Pathogenic"
"174",4,41,22,38,18,0.103,9.3,1,2e-05,"Maltose_F","D-Glucosamine","Pathogenic"
"175",4,42,22,11,3,0.03,2.7,0.73783,0.53579,"Maltose_F","Nitrate","Pathogenic"
"176",4,43,22,19,9,0.052,4.6,0.99737,0.0127,"Maltose_F","Vitamin-free","Pathogenic"
"177",4,44,22,46,18,0.125,11.2,0.99989,0.00083,"Maltose_F","2-Keto-D-gluconate","Pathogenic"
"178",4,45,22,6,0,0.016,1.5,0.1758,1,"Maltose_F","Starch formation","Pathogenic"
"179",4,46,22,85,22,0.231,20.8,1,0.23719,"Maltose_F","Growth at 19°C","Pathogenic"
"180",4,47,22,90,22,0.244,22,1,1,"Maltose_F","Growth at 25°C","Pathogenic"
"181",4,48,22,87,21,0.236,21.3,0.57341,0.85318,"Maltose_F","Growth at 30°C","Pathogenic"
"182",4,49,22,66,19,0.179,16.1,0.97459,0.09112,"Maltose_F","Growth at 37°C","Pathogenic"
"183",5,8,1,90,1,0.011,1,1,1,"Lactose_F","Glucose","Pathogenic"
"184",5,47,1,90,1,0.011,1,1,1,"Lactose_F","Growth at 25°C","Pathogenic"
"185",6,7,20,31,13,0.077,6.9,0.99973,0.00165,"Raffinose_F","Trehalose_F","Pathogenic"
"186",6,8,20,90,20,0.222,20,1,1,"Raffinose_F","Glucose","Pathogenic"
"187",6,9,20,11,10,0.027,2.4,1,0,"Raffinose_F","Inulin","Pathogenic"
"188",6,10,20,49,19,0.121,10.9,1,2e-05,"Raffinose_F","Sucrose","Pathogenic"
"189",6,11,20,32,20,0.079,7.1,1,0,"Raffinose_F","Raffinose","Pathogenic"
"190",6,12,20,14,8,0.035,3.1,0.99976,0.00207,"Raffinose_F","Melibiose","Pathogenic"
"191",6,13,20,62,14,0.153,13.8,0.64706,0.56783,"Raffinose_F","Galactose","Pathogenic"
"192",6,14,20,13,7,0.032,2.9,0.99897,0.00721,"Raffinose_F","Lactose","Pathogenic"
"193",6,15,20,58,20,0.143,12.9,1,4e-05,"Raffinose_F","Trehalose","Pathogenic"
"194",6,16,20,49,19,0.121,10.9,1,2e-05,"Raffinose_F","Maltose","Pathogenic"
"195",6,17,20,44,19,0.109,9.8,1,0,"Raffinose_F","Melezitose","Pathogenic"
"196",6,18,20,44,19,0.109,9.8,1,0,"Raffinose_F","Methyl-?-D-glucoside","Pathogenic"
"197",6,19,20,30,11,0.074,6.7,0.99459,0.02125,"Raffinose_F","Soluble Starch","Pathogenic"
"198",6,20,20,53,19,0.131,11.8,1,9e-05,"Raffinose_F","Cellobiose","Pathogenic"
"199",6,21,20,53,18,0.131,11.8,0.99991,0.00093,"Raffinose_F","Salicin","Pathogenic"
"200",6,22,20,52,13,0.128,11.6,0.8408,0.3164,"Raffinose_F","L-Sorbose","Pathogenic"
"201",6,23,20,28,9,0.069,6.2,0.96135,0.10752,"Raffinose_F","L-Rhamnose","Pathogenic"
"202",6,24,20,62,19,0.153,13.8,0.99982,0.00253,"Raffinose_F","D-Xylose","Pathogenic"
"203",6,25,20,41,14,0.101,9.1,0.99714,0.01253,"Raffinose_F","L-Arabinose","Pathogenic"
"204",6,26,20,29,10,0.072,6.4,0.98456,0.05087,"Raffinose_F","D-Arabinose","Pathogenic"
"205",6,27,20,42,13,0.104,9.3,0.98323,0.05362,"Raffinose_F","D-Ribose","Pathogenic"
"206",6,28,20,5,1,0.012,1.1,0.69264,0.72461,"Raffinose_F","Methanol","Pathogenic"
"207",6,29,20,79,19,0.195,17.6,0.94799,0.24271,"Raffinose_F","Ethanol","Pathogenic"
"208",6,30,20,80,19,0.198,17.8,0.93065,0.29671,"Raffinose_F","Glycerol","Pathogenic"
"209",6,31,20,28,8,0.069,6.2,0.89248,0.23921,"Raffinose_F","Erythritol","Pathogenic"
"210",6,32,20,55,15,0.136,12.2,0.9588,0.11697,"Raffinose_F","Ribitol","Pathogenic"
"211",6,33,20,17,7,0.042,3.8,0.98927,0.04364,"Raffinose_F","Galactitol","Pathogenic"
"212",6,34,20,67,19,0.165,14.9,0.99886,0.01203,"Raffinose_F","D-Mannitol","Pathogenic"
"213",6,35,20,70,19,0.173,15.6,0.99682,0.02808,"Raffinose_F","D-Glucitol","Pathogenic"
"214",6,36,20,9,3,0.022,2,0.89356,0.31808,"Raffinose_F","myo-Inositol","Pathogenic"
"215",6,37,20,50,13,0.123,11.1,0.8893,0.24047,"Raffinose_F","DL-Lactate","Pathogenic"
"216",6,38,20,79,20,0.195,17.6,1,0.05201,"Raffinose_F","Succinate","Pathogenic"
"217",6,39,20,66,18,0.163,14.7,0.99106,0.04602,"Raffinose_F","Citrate","Pathogenic"
"218",6,40,20,63,16,0.156,14,0.92055,0.20558,"Raffinose_F","D-Gluconate","Pathogenic"
"219",6,41,20,38,12,0.094,8.4,0.98101,0.05896,"Raffinose_F","D-Glucosamine","Pathogenic"
"220",6,42,20,11,5,0.027,2.4,0.98684,0.06202,"Raffinose_F","Nitrate","Pathogenic"
"221",6,43,20,19,7,0.047,4.2,0.97542,0.08201,"Raffinose_F","Vitamin-free","Pathogenic"
"222",6,44,20,46,14,0.114,10.2,0.98595,0.04727,"Raffinose_F","2-Keto-D-gluconate","Pathogenic"
"223",6,45,20,6,0,0.015,1.3,0.21059,1,"Raffinose_F","Starch formation","Pathogenic"
"224",6,46,20,85,20,0.21,18.9,1,0.27539,"Raffinose_F","Growth at 19°C","Pathogenic"
"225",6,47,20,90,20,0.222,20,1,1,"Raffinose_F","Growth at 25°C","Pathogenic"
"226",6,48,20,87,20,0.215,19.3,1,0.46595,"Raffinose_F","Growth at 30°C","Pathogenic"
"227",6,49,20,66,17,0.163,14.7,0.95398,0.14591,"Raffinose_F","Growth at 37°C","Pathogenic"
"228",7,8,31,90,31,0.344,31,1,1,"Trehalose_F","Glucose","Pathogenic"
"229",7,9,31,11,7,0.042,3.8,0.99294,0.03582,"Trehalose_F","Inulin","Pathogenic"
"230",7,10,31,49,25,0.188,16.9,0.99996,0.00026,"Trehalose_F","Sucrose","Pathogenic"
"231",7,11,31,32,16,0.122,11,0.99417,0.01956,"Trehalose_F","Raffinose","Pathogenic"
"232",7,12,31,14,9,0.054,4.8,0.99743,0.01373,"Trehalose_F","Melibiose","Pathogenic"
"233",7,13,31,62,26,0.237,21.4,0.9946,0.02123,"Trehalose_F","Galactose","Pathogenic"
"234",7,14,31,13,8,0.05,4.5,0.99345,0.03059,"Trehalose_F","Lactose","Pathogenic"
"235",7,15,31,58,30,0.222,20,1,0,"Trehalose_F","Trehalose","Pathogenic"
"236",7,16,31,49,26,0.188,16.9,1,4e-05,"Trehalose_F","Maltose","Pathogenic"
"237",7,17,31,44,25,0.168,15.2,1,1e-05,"Trehalose_F","Melezitose","Pathogenic"
"238",7,18,31,44,25,0.168,15.2,1,1e-05,"Trehalose_F","Methyl-?-D-glucoside","Pathogenic"
"239",7,19,31,30,16,0.115,10.3,0.998,0.00794,"Trehalose_F","Soluble Starch","Pathogenic"
"240",7,20,31,53,22,0.203,18.3,0.97337,0.07079,"Trehalose_F","Cellobiose","Pathogenic"
"241",7,21,31,53,22,0.203,18.3,0.97337,0.07079,"Trehalose_F","Salicin","Pathogenic"
"242",7,22,31,52,22,0.199,17.9,0.98139,0.05246,"Trehalose_F","L-Sorbose","Pathogenic"
"243",7,23,31,28,16,0.107,9.6,0.99942,0.00275,"Trehalose_F","L-Rhamnose","Pathogenic"
"244",7,24,31,62,27,0.237,21.4,0.99899,0.0054,"Trehalose_F","D-Xylose","Pathogenic"
"245",7,25,31,41,22,0.157,14.1,0.99992,0.00047,"Trehalose_F","L-Arabinose","Pathogenic"
"246",7,26,31,29,15,0.111,10,0.99522,0.01685,"Trehalose_F","D-Arabinose","Pathogenic"
"247",7,27,31,42,22,0.161,14.5,0.99985,0.00081,"Trehalose_F","D-Ribose","Pathogenic"
"248",7,28,31,5,2,0.019,1.7,0.7789,0.56506,"Trehalose_F","Methanol","Pathogenic"
"249",7,29,31,79,29,0.302,27.2,0.94646,0.19398,"Trehalose_F","Ethanol","Pathogenic"
"250",7,30,31,80,31,0.306,27.6,1,0.01098,"Trehalose_F","Glycerol","Pathogenic"
"251",7,31,31,28,13,0.107,9.6,0.96662,0.08652,"Trehalose_F","Erythritol","Pathogenic"
"252",7,32,31,55,27,0.21,18.9,0.99998,0.00017,"Trehalose_F","Ribitol","Pathogenic"
"253",7,33,31,17,10,0.065,5.9,0.99505,0.02114,"Trehalose_F","Galactitol","Pathogenic"
"254",7,34,31,67,28,0.256,23.1,0.99828,0.00969,"Trehalose_F","D-Mannitol","Pathogenic"
"255",7,35,31,70,28,0.268,24.1,0.99319,0.03128,"Trehalose_F","D-Glucitol","Pathogenic"
"256",7,36,31,9,3,0.034,3.1,0.62651,0.66026,"Trehalose_F","myo-Inositol","Pathogenic"
"257",7,37,31,50,13,0.191,17.2,0.04836,0.98252,"Trehalose_F","DL-Lactate","Pathogenic"
"258",7,38,31,79,28,0.302,27.2,0.80602,0.43356,"Trehalose_F","Succinate","Pathogenic"
"259",7,39,31,66,25,0.253,22.7,0.91968,0.18869,"Trehalose_F","Citrate","Pathogenic"
"260",7,40,31,63,27,0.241,21.7,0.99836,0.00823,"Trehalose_F","D-Gluconate","Pathogenic"
"261",7,41,31,38,22,0.145,13.1,0.99999,7e-05,"Trehalose_F","D-Glucosamine","Pathogenic"
"262",7,42,31,11,4,0.042,3.8,0.69157,0.56644,"Trehalose_F","Nitrate","Pathogenic"
