"Isolation","Trait_A","Trait_B","Observed_NP","Percent_NP"
"Stone.Chamber","Citrate","Growth at 19°C",0,0.904
"Stone.Chamber","D-Gluconate","Nitrate",0,0.993
"Stone.Chamber","D-Gluconate","Vitamin-free",0,0.984
"Stone.Chamber","D-Gluconate","Starch formation",0,0.989
"Stone.Chamber","D-Gluconate","Growth at 19°C",0,0.925
"Stone.Chamber","D-Glucosamine","Nitrate",0,0.969
"Stone.Chamber","D-Glucosamine","Vitamin-free",0,0.973
"Stone.Chamber","D-Glucosamine","Starch formation",0,0.975
"Stone.Chamber","D-Glucosamine","Growth at 19°C",0,0.828
"Stone.Chamber","Nitrate","Vitamin-free",0,0.8
"Stone.Chamber","Nitrate","2-Keto-D-gluconate",2,1
"Stone.Chamber","Nitrate","Starch formation",0,0.838
"Stone.Chamber","Nitrate","Growth at 19°C",2,1
"Stone.Chamber","Nitrate","Growth at 25°C",2,1
"Stone.Chamber","Nitrate","Growth at 30°C",2,1
"Stone.Chamber","Nitrate","Growth at 37°C",1,0.828
"Stone.Chamber","Vitamin-free","2-Keto-D-gluconate",2,1
"Stone.Chamber","Vitamin-free","Starch formation",0,0.834
"Stone.Chamber","Vitamin-free","Growth at 19°C",2,1
"Stone.Chamber","Vitamin-free","Growth at 25°C",2,1
"Stone.Chamber","Vitamin-free","Growth at 30°C",2,1
"Stone.Chamber","Vitamin-free","Growth at 37°C",1,0.843
"Stone.Chamber","2-Keto-D-gluconate","Starch formation",0,0.98
"Stone.Chamber","2-Keto-D-gluconate","Growth at 19°C",0,0.864
"Stone.Chamber","Starch formation","Growth at 19°C",2,1
"Stone.Chamber","Starch formation","Growth at 25°C",2,1
"Stone.Chamber","Starch formation","Growth at 30°C",2,1
"Stone.Chamber","Starch formation","Growth at 37°C",1,0.831
"Stone.Chamber","Growth at 19°C","Growth at 25°C",0,1
"Stone.Chamber","Growth at 19°C","Growth at 30°C",0,1
"Stone.Chamber","Growth at 19°C","Growth at 37°C",0,1
"Lichen","Glucose_F","Sucrose_F",0,0.846
"Lichen","Glucose_F","Maltose_F",0,0.87
"Lichen","Glucose_F","Lactose_F",0,0.987
"Lichen","Glucose_F","Raffinose_F",0,0.889
"Lichen","Glucose_F","Glucose",3,0.955
"Lichen","Glucose_F","Inulin",0,0.923
"Lichen","Glucose_F","Raffinose",0,0.826
"Lichen","Glucose_F","myo-Inositol",0,0.955
"Lichen","Glucose_F","DL-Lactate",0,0.673
"Lichen","Glucose_F","Vitamin-free",0,0.857
"Lichen","Galactose_F","Sucrose_F",0,0.752
"Lichen","Galactose_F","Maltose_F",0,0.792
"Lichen","Galactose_F","Lactose_F",0,0.965
"Lichen","Galactose_F","Raffinose_F",0,0.81
"Lichen","Galactose_F","Glucose",4,0.922
"Lichen","Galactose_F","Inulin",0,0.857
"Lichen","Galactose_F","Raffinose",0,0.705
"Lichen","Galactose_F","myo-Inositol",0,0.923
"Lichen","Galactose_F","DL-Lactate",0,0.507
"Lichen","Galactose_F","Vitamin-free",0,0.754
"Lichen","Sucrose_F","Maltose_F",0,0.744
"Lichen","Sucrose_F","Lactose_F",0,0.951
"Lichen","Sucrose_F","Raffinose_F",0,0.771
"Lichen","Sucrose_F","Trehalose_F",1,0.769
"Lichen","Sucrose_F","Glucose",5,1
"Lichen","Sucrose_F","Inulin",0,0.812
"Lichen","Sucrose_F","Sucrose",2,0.624
"Lichen","Sucrose_F","Raffinose",0,0.625
"Lichen","Sucrose_F","Melibiose",1,0.903
"Lichen","Sucrose_F","Galactose",4,0.858
"Lichen","Sucrose_F","Lactose",2,0.96
"Lichen","Sucrose_F","Trehalose",4,0.922
"Lichen","Sucrose_F","Maltose",3,0.84
"Lichen","Sucrose_F","Melezitose",3,0.902
"Lichen","Sucrose_F","Methyl-?-D-glucoside",3,0.893
"Lichen","Sucrose_F","Soluble Starch",2,0.919
"Lichen","Sucrose_F","Cellobiose",3,0.809
"Lichen","Sucrose_F","Salicin",2,0.706
"Lichen","Sucrose_F","L-Sorbose",4,0.897
"Lichen","Sucrose_F","L-Rhamnose",3,0.981
"Lichen","Sucrose_F","D-Xylose",4,0.923
"Lichen","Sucrose_F","L-Arabinose",4,0.983
"Lichen","Sucrose_F","D-Arabinose",3,0.943
"Lichen","Sucrose_F","D-Ribose",3,0.89
"Lichen","Sucrose_F","Methanol",1,0.936
"Lichen","Sucrose_F","Ethanol",5,1
"Lichen","Sucrose_F","Glycerol",5,1
"Lichen","Sucrose_F","Erythritol",2,0.917
"Lichen","Sucrose_F","Ribitol",5,1
"Lichen","Sucrose_F","Galactitol",3,0.977
"Lichen","Sucrose_F","D-Mannitol",4,0.837
"Lichen","Sucrose_F","D-Glucitol",5,1
"Lichen","Sucrose_F","myo-Inositol",0,0.897
"Lichen","Sucrose_F","DL-Lactate",0,0.387
"Lichen","Sucrose_F","Succinate",5,1
"Lichen","Sucrose_F","Citrate",3,0.754
"Lichen","Sucrose_F","D-Gluconate",4,0.932
"Lichen","Sucrose_F","D-Glucosamine",2,0.852
"Lichen","Sucrose_F","Nitrate",1,0.846
"Lichen","Sucrose_F","Vitamin-free",0,0.693
"Lichen","Sucrose_F","2-Keto-D-gluconate",4,0.969
"Lichen","Sucrose_F","Starch formation",1,0.873
"Lichen","Sucrose_F","Growth at 19°C",5,1
"Lichen","Sucrose_F","Growth at 25°C",5,1
"Lichen","Sucrose_F","Growth at 30°C",5,1
"Lichen","Sucrose_F","Growth at 37°C",1,0.623
"Lichen","Maltose_F","Lactose_F",0,0.95
"Lichen","Maltose_F","Raffinose_F",0,0.761
"Lichen","Maltose_F","Trehalose_F",1,0.748
"Lichen","Maltose_F","Glucose",5,1
"Lichen","Maltose_F","Inulin",0,0.819
"Lichen","Maltose_F","Sucrose",2,0.597
"Lichen","Maltose_F","Raffinose",0,0.623
"Lichen","Maltose_F","Melibiose",1,0.899
"Lichen","Maltose_F","Galactose",4,0.851
"Lichen","Maltose_F","Lactose",2,0.959
"Lichen","Maltose_F","Trehalose",4,0.905
"Lichen","Maltose_F","Maltose",3,0.833
"Lichen","Maltose_F","Melezitose",3,0.896
"Lichen","Maltose_F","Methyl-?-D-glucoside",3,0.887
"Lichen","Maltose_F","Soluble Starch",2,0.917
"Lichen","Maltose_F","Cellobiose",3,0.786
"Lichen","Maltose_F","Salicin",2,0.687
"Lichen","Maltose_F","L-Sorbose",4,0.894
"Lichen","Maltose_F","L-Rhamnose",3,0.968
"Lichen","Maltose_F","D-Xylose",4,0.918
"Lichen","Maltose_F","L-Arabinose",4,0.981
"Lichen","Maltose_F","D-Arabinose",3,0.943
"Lichen","Maltose_F","D-Ribose",3,0.881
"Lichen","Maltose_F","Methanol",1,0.933
"Lichen","Maltose_F","Ethanol",5,1
"Lichen","Maltose_F","Glycerol",5,1
"Lichen","Maltose_F","Erythritol",2,0.91
"Lichen","Maltose_F","Ribitol",5,1
"Lichen","Maltose_F","Galactitol",3,0.975
"Lichen","Maltose_F","D-Mannitol",4,0.828
"Lichen","Maltose_F","D-Glucitol",5,1
"Lichen","Maltose_F","myo-Inositol",0,0.895
"Lichen","Maltose_F","DL-Lactate",0,0.371
"Lichen","Maltose_F","Succinate",5,1
"Lichen","Maltose_F","Citrate",3,0.733
"Lichen","Maltose_F","D-Gluconate",4,0.936
"Lichen","Maltose_F","D-Glucosamine",2,0.839
"Lichen","Maltose_F","Nitrate",1,0.841
"Lichen","Maltose_F","Vitamin-free",0,0.691
"Lichen","Maltose_F","2-Keto-D-gluconate",4,0.967
"Lichen","Maltose_F","Starch formation",1,0.868
"Lichen","Maltose_F","Growth at 19°C",5,1
"Lichen","Maltose_F","Growth at 25°C",5,1
"Lichen","Maltose_F","Growth at 30°C",5,1
"Lichen","Maltose_F","Growth at 37°C",1,0.603
"Lichen","Lactose_F","Raffinose_F",0,0.746
"Lichen","Lactose_F","Trehalose_F",1,0.73
"Lichen","Lactose_F","Glucose",5,1
"Lichen","Lactose_F","Inulin",0,0.806
"Lichen","Lactose_F","Sucrose",2,0.543
"Lichen","Lactose_F","Raffinose",0,0.614
"Lichen","Lactose_F","Melibiose",1,0.889
"Lichen","Lactose_F","Galactose",4,0.808
"Lichen","Lactose_F","Lactose",2,0.955
"Lichen","Lactose_F","Trehalose",4,0.877
"Lichen","Lactose_F","Maltose",3,0.801
"Lichen","Lactose_F","Melezitose",3,0.872
"Lichen","Lactose_F","Methyl-?-D-glucoside",3,0.861
"Lichen","Lactose_F","Soluble Starch",2,0.903
"Lichen","Lactose_F","Cellobiose",3,0.753
"Lichen","Lactose_F","Salicin",2,0.637
"Lichen","Lactose_F","L-Sorbose",4,0.862
"Lichen","Lactose_F","L-Rhamnose",3,0.958
"Lichen","Lactose_F","D-Xylose",4,0.892
"Lichen","Lactose_F","L-Arabinose",4,0.976
"Lichen","Lactose_F","D-Arabinose",3,0.926
"Lichen","Lactose_F","D-Ribose",3,0.86
"Lichen","Lactose_F","Methanol",1,0.922
"Lichen","Lactose_F","Ethanol",5,1
"Lichen","Lactose_F","Glycerol",5,1
"Lichen","Lactose_F","Erythritol",2,0.9
"Lichen","Lactose_F","Ribitol",5,1
"Lichen","Lactose_F","Galactitol",3,0.97
"Lichen","Lactose_F","D-Mannitol",4,0.775
"Lichen","Lactose_F","D-Glucitol",5,1
"Lichen","Lactose_F","myo-Inositol",0,0.891
"Lichen","Lactose_F","DL-Lactate",0,0.354
"Lichen","Lactose_F","Succinate",5,1
"Lichen","Lactose_F","Citrate",3,0.678
"Lichen","Lactose_F","D-Gluconate",4,0.905
"Lichen","Lactose_F","D-Glucosamine",2,0.817
"Lichen","Lactose_F","Nitrate",1,0.831
"Lichen","Lactose_F","Vitamin-free",0,0.671
"Lichen","Lactose_F","2-Keto-D-gluconate",4,0.96
"Lichen","Lactose_F","Starch formation",1,0.851
"Lichen","Lactose_F","Growth at 19°C",5,1
"Lichen","Lactose_F","Growth at 25°C",5,1
"Lichen","Lactose_F","Growth at 30°C",5,1
"Lichen","Lactose_F","Growth at 37°C",1,0.576
"Lichen","Raffinose_F","Trehalose_F",1,0.744
"Lichen","Raffinose_F","Glucose",5,1
"Lichen","Raffinose_F","Inulin",0,0.815
"Lichen","Raffinose_F","Sucrose",2,0.595
"Lichen","Raffinose_F","Raffinose",0,0.626
"Lichen","Raffinose_F","Melibiose",1,0.899
"Lichen","Raffinose_F","Galactose",4,0.854
"Lichen","Raffinose_F","Lactose",2,0.961
"Lichen","Raffinose_F","Trehalose",4,0.898
"Lichen","Raffinose_F","Maltose",3,0.834
"Lichen","Raffinose_F","Melezitose",3,0.89
"Lichen","Raffinose_F","Methyl-?-D-glucoside",3,0.891
"Lichen","Raffinose_F","Soluble Starch",2,0.914
"Lichen","Raffinose_F","Cellobiose",3,0.782
"Lichen","Raffinose_F","Salicin",2,0.676
"Lichen","Raffinose_F","L-Sorbose",4,0.897
"Lichen","Raffinose_F","L-Rhamnose",3,0.967
"Lichen","Raffinose_F","D-Xylose",4,0.914
"Lichen","Raffinose_F","L-Arabinose",4,0.978
"Lichen","Raffinose_F","D-Arabinose",3,0.939
"Lichen","Raffinose_F","D-Ribose",3,0.883
"Lichen","Raffinose_F","Methanol",1,0.931
"Lichen","Raffinose_F","Ethanol",5,1
"Lichen","Raffinose_F","Glycerol",5,1
"Lichen","Raffinose_F","Erythritol",2,0.911
"Lichen","Raffinose_F","Ribitol",5,1
"Lichen","Raffinose_F","Galactitol",3,0.976
"Lichen","Raffinose_F","D-Mannitol",4,0.831
"Lichen","Raffinose_F","D-Glucitol",5,1
"Lichen","Raffinose_F","myo-Inositol",0,0.9
"Lichen","Raffinose_F","DL-Lactate",0,0.37
"Lichen","Raffinose_F","Succinate",5,1
"Lichen","Raffinose_F","Citrate",3,0.733
"Lichen","Raffinose_F","D-Gluconate",4,0.931
"Lichen","Raffinose_F","D-Glucosamine",2,0.855
"Lichen","Raffinose_F","Nitrate",1,0.844
"Lichen","Raffinose_F","Vitamin-free",0,0.682
"Lichen","Raffinose_F","2-Keto-D-gluconate",4,0.969
"Lichen","Raffinose_F","Starch formation",1,0.858
"Lichen","Raffinose_F","Growth at 19°C",5,1
"Lichen","Raffinose_F","Growth at 25°C",5,1
"Lichen","Raffinose_F","Growth at 30°C",5,1
"Lichen","Raffinose_F","Growth at 37°C",1,0.598
"Lichen","Trehalose_F","Glucose",4,0.909
"Lichen","Trehalose_F","Inulin",0,0.864
"Lichen","Trehalose_F","Raffinose",0,0.717
"Lichen","Trehalose_F","myo-Inositol",0,0.92
"Lichen","Trehalose_F","DL-Lactate",0,0.487
"Lichen","Trehalose_F","Vitamin-free",0,0.754
"Lichen","Glucose","Inulin",0,1
"Lichen","Glucose","Sucrose",0,1
"Lichen","Glucose","Raffinose",0,1
"Lichen","Glucose","Melibiose",0,1
"Lichen","Glucose","Galactose",0,1
"Lichen","Glucose","Lactose",0,1
"Lichen","Glucose","Trehalose",0,1
"Lichen","Glucose","Maltose",0,1
"Lichen","Glucose","Melezitose",0,1
"Lichen","Glucose","Methyl-?-D-glucoside",0,1
"Lichen","Glucose","Soluble Starch",0,1
"Lichen","Glucose","Cellobiose",0,1
"Lichen","Glucose","Salicin",0,1
"Lichen","Glucose","L-Sorbose",0,1
"Lichen","Glucose","L-Rhamnose",0,1
"Lichen","Glucose","D-Xylose",0,1
"Lichen","Glucose","L-Arabinose",0,1
"Lichen","Glucose","D-Arabinose",0,1
"Lichen","Glucose","D-Ribose",0,1
"Lichen","Glucose","Methanol",0,1
"Lichen","Glucose","Ethanol",0,1
"Lichen","Glucose","Glycerol",0,1
"Lichen","Glucose","Erythritol",0,1
"Lichen","Glucose","Ribitol",0,1
"Lichen","Glucose","Galactitol",0,1
"Lichen","Glucose","D-Mannitol",0,1
"Lichen","Glucose","D-Glucitol",0,1
"Lichen","Glucose","myo-Inositol",0,1
"Lichen","Glucose","DL-Lactate",0,1
"Lichen","Glucose","Succinate",0,1
"Lichen","Glucose","Citrate",0,1
"Lichen","Glucose","D-Gluconate",0,1
"Lichen","Glucose","D-Glucosamine",0,1
"Lichen","Glucose","Nitrate",0,1
"Lichen","Glucose","Vitamin-free",0,1
"Lichen","Glucose","2-Keto-D-gluconate",0,1
"Lichen","Glucose","Starch formation",0,1
"Lichen","Glucose","Growth at 19°C",0,1
"Lichen","Glucose","Growth at 25°C",0,1
"Lichen","Glucose","Growth at 30°C",0,1
"Lichen","Glucose","Growth at 37°C",0,1
"Lichen","Inulin","Sucrose",2,0.578
"Lichen","Inulin","Raffinose",0,0.621
"Lichen","Inulin","Melibiose",1,0.903
"Lichen","Inulin","Galactose",4,0.834
"Lichen","Inulin","Lactose",2,0.959
"Lichen","Inulin","Trehalose",4,0.895
"Lichen","Inulin","Maltose",3,0.827
"Lichen","Inulin","Melezitose",3,0.881
"Lichen","Inulin","Methyl-?-D-glucoside",3,0.878
"Lichen","Inulin","Soluble Starch",2,0.917
"Lichen","Inulin","Cellobiose",3,0.788
"Lichen","Inulin","Salicin",2,0.675
"Lichen","Inulin","L-Sorbose",4,0.891
"Lichen","Inulin","L-Rhamnose",3,0.965
"Lichen","Inulin","D-Xylose",4,0.908
"Lichen","Inulin","L-Arabinose",4,0.977
"Lichen","Inulin","D-Arabinose",3,0.93
"Lichen","Inulin","D-Ribose",3,0.871
"Lichen","Inulin","Methanol",1,0.932
"Lichen","Inulin","Ethanol",5,1
"Lichen","Inulin","Glycerol",5,1
"Lichen","Inulin","Erythritol",2,0.903
"Lichen","Inulin","Ribitol",5,1
"Lichen","Inulin","Galactitol",3,0.975
"Lichen","Inulin","D-Mannitol",4,0.806
"Lichen","Inulin","D-Glucitol",5,1
"Lichen","Inulin","myo-Inositol",0,0.89
"Lichen","Inulin","DL-Lactate",0,0.365
"Lichen","Inulin","Succinate",5,1
"Lichen","Inulin","Citrate",3,0.705
"Lichen","Inulin","D-Gluconate",4,0.921
"Lichen","Inulin","D-Glucosamine",2,0.844
"Lichen","Inulin","Nitrate",1,0.839
"Lichen","Inulin","Vitamin-free",0,0.679
"Lichen","Inulin","2-Keto-D-gluconate",4,0.97
"Lichen","Inulin","Starch formation",1,0.865
"Lichen","Inulin","Growth at 19°C",5,1
"Lichen","Inulin","Growth at 25°C",5,1
"Lichen","Inulin","Growth at 30°C",5,1
"Lichen","Inulin","Growth at 37°C",1,0.597
"Lichen","Sucrose","Raffinose",0,0.801
"Lichen","Sucrose","myo-Inositol",0,0.946
"Lichen","Sucrose","DL-Lactate",0,0.644
"Lichen","Sucrose","Vitamin-free",0,0.839
"Lichen","Raffinose","Melibiose",1,0.907
"Lichen","Raffinose","Galactose",4,0.86
"Lichen","Raffinose","Lactose",2,0.965
"Lichen","Raffinose","Trehalose",4,0.924
"Lichen","Raffinose","Maltose",3,0.853
"Lichen","Raffinose","Melezitose",3,0.911
"Lichen","Raffinose","Methyl-?-D-glucoside",3,0.904
"Lichen","Raffinose","Soluble Starch",2,0.927
"Lichen","Raffinose","Cellobiose",3,0.823
"Lichen","Raffinose","Salicin",2,0.718
"Lichen","Raffinose","L-Sorbose",4,0.915
"Lichen","Raffinose","L-Rhamnose",3,0.973
"Lichen","Raffinose","D-Xylose",4,0.932
"Lichen","Raffinose","L-Arabinose",4,0.98
"Lichen","Raffinose","D-Arabinose",3,0.944
"Lichen","Raffinose","D-Ribose",3,0.899
"Lichen","Raffinose","Methanol",1,0.938
"Lichen","Raffinose","Ethanol",5,1
"Lichen","Raffinose","Glycerol",5,1
"Lichen","Raffinose","Erythritol",2,0.925
"Lichen","Raffinose","Ribitol",5,1
"Lichen","Raffinose","Galactitol",3,0.98
"Lichen","Raffinose","D-Mannitol",4,0.857
"Lichen","Raffinose","D-Glucitol",5,1
"Lichen","Raffinose","myo-Inositol",0,0.896
"Lichen","Raffinose","DL-Lactate",0,0.4
"Lichen","Raffinose","Succinate",5,1
"Lichen","Raffinose","Citrate",3,0.745
"Lichen","Raffinose","D-Gluconate",4,0.936
"Lichen","Raffinose","D-Glucosamine",2,0.864
"Lichen","Raffinose","Nitrate",1,0.855
"Lichen","Raffinose","Vitamin-free",0,0.696
"Lichen","Raffinose","2-Keto-D-gluconate",4,0.971
"Lichen","Raffinose","Starch formation",1,0.879
"Lichen","Raffinose","Growth at 19°C",5,1
"Lichen","Raffinose","Growth at 25°C",5,1
"Lichen","Raffinose","Growth at 30°C",5,1
"Lichen","Raffinose","Growth at 37°C",1,0.635
"Lichen","Melibiose","myo-Inositol",0,0.909
"Lichen","Melibiose","DL-Lactate",0,0.426
"Lichen","Melibiose","Vitamin-free",0,0.722
"Lichen","Galactose","myo-Inositol",0,0.964
"Lichen","Galactose","DL-Lactate",0,0.762
"Lichen","Galactose","Vitamin-free",0,0.892
"Lichen","Lactose","myo-Inositol",0,0.917
"Lichen","Lactose","DL-Lactate",0,0.506
"Lichen","Lactose","Vitamin-free",0,0.76
"Lichen","Trehalose","myo-Inositol",0,0.983
"Lichen","Trehalose","DL-Lactate",0,0.876
"Lichen","Trehalose","Vitamin-free",0,0.937
"Lichen","Maltose","myo-Inositol",0,0.965
"Lichen","Maltose","DL-Lactate",0,0.754
"Lichen","Maltose","Vitamin-free",0,0.892
"Lichen","Melezitose","myo-Inositol",0,0.96
"Lichen","Melezitose","DL-Lactate",0,0.699
"Lichen","Melezitose","Vitamin-free",0,0.879
"Lichen","Methyl-?-D-glucoside","myo-Inositol",0,0.963
"Lichen","Methyl-?-D-glucoside","DL-Lactate",0,0.71
"Lichen","Methyl-?-D-glucoside","Vitamin-free",0,0.89
"Lichen","Soluble Starch","myo-Inositol",0,0.946
"Lichen","Soluble Starch","DL-Lactate",0,0.583
"Lichen","Soluble Starch","Vitamin-free",0,0.81
"Lichen","Cellobiose","myo-Inositol",0,0.973
"Lichen","Cellobiose","DL-Lactate",0,0.747
"Lichen","Cellobiose","Vitamin-free",0,0.878
"Lichen","Salicin","myo-Inositol",0,0.949
"Lichen","Salicin","DL-Lactate",0,0.649
"Lichen","Salicin","Vitamin-free",0,0.852
"Lichen","L-Sorbose","myo-Inositol",0,0.964
"Lichen","L-Sorbose","DL-Lactate",0,0.722
"Lichen","L-Sorbose","Vitamin-free",0,0.884
"Lichen","L-Rhamnose","myo-Inositol",0,0.949
"Lichen","L-Rhamnose","DL-Lactate",0,0.649
"Lichen","L-Rhamnose","Vitamin-free",0,0.844
"Lichen","D-Xylose","myo-Inositol",0,0.984
"Lichen","D-Xylose","DL-Lactate",0,0.86
"Lichen","D-Xylose","Vitamin-free",0,0.932
"Lichen","L-Arabinose","myo-Inositol",0,0.973
"Lichen","L-Arabinose","DL-Lactate",0,0.766
"Lichen","L-Arabinose","Vitamin-free",0,0.908
"Lichen","D-Arabinose","myo-Inositol",0,0.952
"Lichen","D-Arabinose","DL-Lactate",0,0.616
"Lichen","D-Arabinose","Vitamin-free",0,0.821
"Lichen","D-Ribose","myo-Inositol",0,0.951
"Lichen","D-Ribose","DL-Lactate",0,0.603
"Lichen","D-Ribose","Vitamin-free",0,0.827
"Lichen","Methanol","myo-Inositol",0,0.924
"Lichen","Methanol","DL-Lactate",0,0.431
"Lichen","Methanol","Vitamin-free",0,0.737
"Lichen","Ethanol","myo-Inositol",0,0.996
"Lichen","Ethanol","DL-Lactate",0,0.966
"Lichen","Ethanol","Vitamin-free",0,0.983
"Lichen","Glycerol","myo-Inositol",0,0.996
"Lichen","Glycerol","DL-Lactate",0,0.977
"Lichen","Glycerol","Vitamin-free",0,0.984
"Lichen","Erythritol","myo-Inositol",0,0.929
"Lichen","Erythritol","DL-Lactate",0,0.506
"Lichen","Erythritol","Vitamin-free",0,0.768
"Lichen","Ribitol","myo-Inositol",0,0.99
"Lichen","Ribitol","DL-Lactate",0,0.878
"Lichen","Ribitol","Vitamin-free",0,0.944
"Lichen","Galactitol","myo-Inositol",0,0.934
"Lichen","Galactitol","DL-Lactate",0,0.545
"Lichen","Galactitol","Vitamin-free",0,0.802
"Lichen","D-Mannitol","myo-Inositol",0,0.981
"Lichen","D-Mannitol","DL-Lactate",0,0.848
"Lichen","D-Mannitol","Vitamin-free",0,0.951
"Lichen","D-Glucitol","myo-Inositol",0,0.991
"Lichen","D-Glucitol","DL-Lactate",0,0.948
"Lichen","D-Glucitol","Vitamin-free",0,0.99
"Lichen","myo-Inositol","DL-Lactate",0,0.362
"Lichen","myo-Inositol","Succinate",5,1
"Lichen","myo-Inositol","Citrate",3,0.693
"Lichen","myo-Inositol","D-Gluconate",4,0.912
"Lichen","myo-Inositol","D-Glucosamine",2,0.833
"Lichen","myo-Inositol","Nitrate",1,0.834
"Lichen","myo-Inositol","Vitamin-free",0,0.673
"Lichen","myo-Inositol","2-Keto-D-gluconate",4,0.958
"Lichen","myo-Inositol","Starch formation",1,0.854
"Lichen","myo-Inositol","Growth at 19°C",5,1
"Lichen","myo-Inositol","Growth at 25°C",5,1
"Lichen","myo-Inositol","Growth at 30°C",5,1
"Lichen","myo-Inositol","Growth at 37°C",1,0.576
"Lichen","DL-Lactate","Succinate",5,1
"Lichen","DL-Lactate","Citrate",3,0.824
"Lichen","DL-Lactate","D-Gluconate",4,0.96
"Lichen","DL-Lactate","D-Glucosamine",2,0.899
"Lichen","DL-Lactate","Nitrate",1,0.885
"Lichen","DL-Lactate","Vitamin-free",0,0.727
"Lichen","DL-Lactate","2-Keto-D-gluconate",4,0.985
"Lichen","DL-Lactate","Starch formation",1,0.893
"Lichen","DL-Lactate","Growth at 19°C",5,1
"Lichen","DL-Lactate","Growth at 25°C",5,1
"Lichen","DL-Lactate","Growth at 30°C",5,1
"Lichen","DL-Lactate","Growth at 37°C",1,0.712
"Lichen","Succinate","Vitamin-free",0,0.979
"Lichen","Citrate","Vitamin-free",0,0.859
"Lichen","D-Gluconate","Vitamin-free",0,0.926
"Lichen","D-Glucosamine","Vitamin-free",0,0.825
"Lichen","Nitrate","Vitamin-free",0,0.741
"Lichen","Vitamin-free","2-Keto-D-gluconate",4,0.971
"Lichen","Vitamin-free","Starch formation",1,0.867
"Lichen","Vitamin-free","Growth at 19°C",5,1
"Lichen","Vitamin-free","Growth at 25°C",5,1
"Lichen","Vitamin-free","Growth at 30°C",5,1
"Lichen","Vitamin-free","Growth at 37°C",1,0.625
"Pollen","Glucose_F","Glucose",0,0.531
"Pollen","Glucose_F","Inulin",0,0.973
"Pollen","Glucose_F","Melibiose",0,0.978
"Pollen","Glucose_F","Lactose",0,0.976
"Pollen","Glucose_F","Methanol",0,0.981
"Pollen","Glucose_F","Galactitol",0,0.983
"Pollen","Glucose_F","myo-Inositol",0,0.975
"Pollen","Glucose_F","DL-Lactate",0,0.903
"Pollen","Glucose_F","Starch formation",0,0.961
"Pollen","Galactose_F","Glucose",5,0.777
"Pollen","Galactose_F","Inulin",0,0.818
"Pollen","Galactose_F","Melibiose",0,0.855
"Pollen","Galactose_F","Lactose",0,0.847
"Pollen","Galactose_F","Methanol",0,0.856
"Pollen","Galactose_F","Galactitol",0,0.877
"Pollen","Galactose_F","myo-Inositol",0,0.865
"Pollen","Galactose_F","DL-Lactate",0,0.38
"Pollen","Galactose_F","Starch formation",0,0.73
"Pollen","Sucrose_F","Glucose",3,0.41
"Pollen","Sucrose_F","Inulin",0,0.864
"Pollen","Sucrose_F","Melibiose",0,0.903
"Pollen","Sucrose_F","Lactose",0,0.894
"Pollen","Sucrose_F","Methanol",0,0.897
"Pollen","Sucrose_F","Galactitol",0,0.912
"Pollen","Sucrose_F","myo-Inositol",0,0.902
"Pollen","Sucrose_F","DL-Lactate",0,0.534
"Pollen","Sucrose_F","Starch formation",0,0.827
"Pollen","Maltose_F","Glucose",2,0.264
"Pollen","Maltose_F","Inulin",0,0.883
"Pollen","Maltose_F","Melibiose",0,0.905
"Pollen","Maltose_F","Lactose",0,0.909
"Pollen","Maltose_F","Methanol",0,0.91
"Pollen","Maltose_F","Galactitol",0,0.919
"Pollen","Maltose_F","myo-Inositol",0,0.922
"Pollen","Maltose_F","DL-Lactate",0,0.596
"Pollen","Maltose_F","Starch formation",0,0.835
"Pollen","Lactose_F","Glucose",5,0.328
"Pollen","Lactose_F","Inulin",0,0.761
"Pollen","Lactose_F","Melibiose",0,0.796
"Pollen","Lactose_F","Lactose",0,0.784
"Pollen","Lactose_F","Methanol",0,0.798
"Pollen","Lactose_F","Galactitol",0,0.827
"Pollen","Lactose_F","myo-Inositol",0,0.816
"Pollen","Lactose_F","DL-Lactate",0,0.259
"Pollen","Lactose_F","Starch formation",0,0.657
"Pollen","Raffinose_F","Glucose",2,0.253
"Pollen","Raffinose_F","Inulin",0,0.882
"Pollen","Raffinose_F","Melibiose",0,0.91
"Pollen","Raffinose_F","Lactose",0,0.895
"Pollen","Raffinose_F","Methanol",0,0.912
"Pollen","Raffinose_F","Galactitol",0,0.912
"Pollen","Raffinose_F","myo-Inositol",0,0.909
"Pollen","Raffinose_F","DL-Lactate",0,0.579
"Pollen","Raffinose_F","Starch formation",0,0.826
"Pollen","Trehalose_F","Glucose",3,0.486
"Pollen","Trehalose_F","Inulin",0,0.876
"Pollen","Trehalose_F","Melibiose",0,0.898
"Pollen","Trehalose_F","Lactose",0,0.888
"Pollen","Trehalose_F","Methanol",0,0.901
"Pollen","Trehalose_F","Galactitol",0,0.91
"Pollen","Trehalose_F","myo-Inositol",0,0.902
"Pollen","Trehalose_F","DL-Lactate",0,0.508
"Pollen","Trehalose_F","Starch formation",0,0.817
"Pollen","Glucose","Inulin",0,1
"Pollen","Glucose","Sucrose",0,1
"Pollen","Glucose","Raffinose",0,1
"Pollen","Glucose","Melibiose",0,1
"Pollen","Glucose","Galactose",0,1
"Pollen","Glucose","Lactose",0,1
"Pollen","Glucose","Trehalose",0,1
"Pollen","Glucose","Maltose",0,1
"Pollen","Glucose","Melezitose",0,1
