"Isolation","AvgDiff","VarDiff","AvgTraitCounts","VarTraitCounts"
"Pathogenic",-4.76770529825518e-17,2.70812596425532,25.2840136054422,356.589905919815
"Clinical",6.3642944107086e-18,0.176185433191489,4.02125850340136,10.5621008829064
"Rotting.Decaying",-1.9301380103986e-17,3.25385624851064,23.9438775510204,427.399400781589
"Spoiled",2.80458370964792e-17,0.231562844255319,3.85714285714286,10.4765957446809
"Contaminated",1.45309366420809e-18,0.0348815727659574,0.740646258503401,0.585444347951947
"Plant.Pathogen",-1.48151248390781e-18,0.869616553191489,5.80952380952381,31.8768794326241
"Animal",-9.90837245608288e-17,3.26653914042553,28.7151360544218,467.426017513388
"Insect",3.25669993382202e-17,23.3312339217021,59.2142857142857,2810.29106382979
"Tree",3.48065774992761e-17,17.4651441480851,49.7491496598639,1711.18723331886
"Stone.Chamber",1.66746070487792e-18,0.0235174212765957,0.844387755102041,0.774913156752063
"Lichen",-2.0840928750103e-18,0.101666726808511,1.33758503401361,2.02806701403966
"Pollen",7.81690405608969e-19,0.19105741106383,1.85119047619048,3.31315602836879
"Feces.Dung",8.00659333924351e-18,0.482273342978723,6.2687074829932,31.9907135620206
"Pine",2.40732064768254e-17,2.0790253412766,11.1955782312925,88.4229931972789
"Bromeliad",-1.2193125707659e-18,0.0520400323404255,0.621598639455782,0.666052250687509
"Flower",5.71606643451666e-18,6.94494590297872,19.2874149659864,447.787960631061
"Cactus",-1.80407645933159e-18,1.61321617531915,8.92687074829932,86.575073093067
"Ipomoea",-1.85714048051907e-17,1.92123619914894,7.6437074829932,102.428692285425
"Oak",-1.08316729413634e-17,1.69907358468085,15.3163265306122,171.979852366478
"Hibiscus",-6.20270126803649e-18,0.361440260425532,3.54676870748299,17.1654704009263
"Beetle",-5.54865354166274e-18,21.1777708391489,42.6326530612245,1711.36792010421
"Ant",-2.52172656442502e-18,0.0550245821276596,1.67261904761905,1.25358156028369
"Fruit.fly",3.7180159729865e-17,2.18291913702128,11.577380952381,141.910602836879
"Bee",-5.16422735044493e-18,1.15391855659574,5.4906462585034,33.7105507309307
"Water",1.69660123122147e-18,0.047731930212766,1.25255102040816,1.35318497611811
"Tree.exudate",-1.9565562189467e-17,1.22979224680851,12.094387755102,119.467679114199
"Tree.flux",1.47502663162597e-17,1.1710204493617,12.2576530612245,126.288452019106
"Honey",9.469079273547e-19,0.0746825940425532,1.06207482993197,1.03869662758721
"Nematode",-4.26581926198166e-19,0.0784853429787234,0.355442176870748,1.16206397452598
"Mushroom.Fungus",-6.70269271633003e-18,4.48104638978723,15.5807823129252,237.4402771747
"Soil",7.04473268741177e-18,9.93610583148936,44.2551020408163,966.217420755536
"Insect.Frass",-5.85659092910482e-17,5.10053870638298,26.1887755102041,416.944759009987
"Unknown",5.96671039816388e-18,0.0403925123404255,1.12585034013605,0.602020552902012
"Air",-7.54647582288874e-18,0.162329404255319,3.31292517006803,6.47561152120423
"Leather.Tanning",4.1978261410456e-18,0.270097845106383,4.82993197278912,14.7284990591981
"Industrial",-5.87313054387896e-18,0.923826432340425,11.9515306122449,89.7431806339557
"Fodder",1.23593055049299e-18,0.0428256493617021,1.36394557823129,1.73636705746128
"Freshwater",1.23857767250638e-17,0.274425875744681,2.34438775510204,9.47023230568823
"Seawater.Marine",8.6496699722052e-18,0.732553276595745,7.6062925170068,64.5725220726589
"Brine",-3.05970124611435e-19,0.0116330519148936,0.16156462585034,0.135576783905051
"Plant",-2.37071499525181e-17,2.90897851404255,18.547619047619,293.13304964539
"Food",-1.69245249841859e-18,1.18795266723404,12.859693877551,111.461999565784
"Pickled.Salted.Brined",-1.53276892526159e-17,0.394657031489362,5.02891156462585,18.8638442611087
"Fruit",-2.436172779475e-17,4.90540404425532,25.7015306122449,566.910840208424
"Drink.Juice",2.06855817551507e-18,1.22837880851064,8.60884353741497,54.7047387465625
"Sugar.Cane",6.48824932745237e-18,0.0780932425531915,1.51785714285714,1.60648936170213
"Fermented",7.94943302062607e-18,4.28839020255319,17.5493197278912,209.357565494283
"Wine",1.30602569604917e-17,0.732783235744681,5.37755102040816,22.4411636995224
"Beer",-1.51908156428943e-18,0.861033768510638,5.17772108843537,23.6203032276741
"Tequila",-1.22112187923827e-18,0.186898156595745,3.55867346938776,9.06038428137212
"Cider",1.51555514140698e-18,0.264447974468085,4.22023809523809,14.5531560283688
"Wood",-5.73101339686481e-18,0.23575045787234,3.99149659863946,8.62290635403097
"Silage",5.04561968931376e-18,0.143621404255319,2.17772108843537,3.06711173831235
"Dairy",-1.61012320079703e-18,0.524237855319149,4.58673469387755,15.355874945723
"Olives",-1.30695455122671e-18,0.210229143829787,4.39200680272109,11.4657743522941
