sp1,sp2,sp1_inc,sp2_inc,obs_cooccur,prob_cooccur,exp_cooccur,p_lt,p_gt,sp1_name,sp2_name,Association
13,85,34,107,0,0.005,4.4,0.00832,1,Ipomoea,Starch formation,Negative
13,86,34,820,34,0.04,33.5,1,0.62979,Ipomoea,Growth at 19°C,Random
13,87,34,822,34,0.04,33.6,1,0.68534,Ipomoea,Growth at 25°C,Random
13,88,34,732,33,0.036,29.9,0.98781,0.07091,Ipomoea,Growth at 30°C,Random
13,89,34,345,13,0.017,14.1,0.4171,0.7146,Ipomoea,Growth at 37°C,Random
14,41,63,607,47,0.055,46,0.66326,0.45103,Oak,Glucose_F,Random
14,42,63,259,19,0.024,19.6,0.4908,0.62065,Oak,Galactose_F,Random
14,43,63,209,17,0.019,15.8,0.69691,0.41364,Oak,Sucrose_F,Random
14,44,63,165,12,0.015,12.5,0.51012,0.62004,Oak,Maltose_F,Random
14,45,63,29,1,0.003,2.2,0.33838,0.90245,Oak,Lactose_F,Random
14,46,63,132,13,0.012,10,0.89202,0.18361,Oak,Raffinose_F,Random
14,47,63,261,15,0.024,19.8,0.11146,0.93514,Oak,Trehalose_F,Random
14,48,63,831,63,0.076,63,1,1,Oak,Glucose,Random
14,49,63,108,6,0.01,8.2,0.26331,0.85416,Oak,Inulin,Random
14,50,63,503,37,0.046,38.1,0.42956,0.67151,Oak,Sucrose,Random
14,51,63,237,21,0.022,18,0.84732,0.22875,Oak,Raffinose,Random
14,52,63,103,8,0.009,7.8,0.62321,0.53184,Oak,Melibiose,Random
14,53,63,541,33,0.049,41,0.02082,0.98935,Oak,Galactose,Negative
14,54,63,100,9,0.009,7.6,0.78551,0.34196,Oak,Lactose,Random
14,55,63,578,45,0.053,43.8,0.67931,0.42927,Oak,Trehalose,Random
14,56,63,468,32,0.043,35.5,0.21508,0.85344,Oak,Maltose,Random
14,57,63,383,30,0.035,29,0.65062,0.45038,Oak,Melezitose,Random
14,58,63,388,28,0.035,29.4,0.40602,0.69174,Oak,Methyl-?-D-glucoside,Random
14,59,63,196,15,0.018,14.9,0.58701,0.53493,Oak,Soluble Starch,Random
14,60,63,524,39,0.048,39.7,0.4716,0.6336,Oak,Cellobiose,Random
14,61,63,517,40,0.047,39.2,0.63462,0.4709,Oak,Salicin,Random
14,62,63,437,37,0.04,33.1,0.87451,0.18839,Oak,L-Sorbose,Random
14,63,63,181,15,0.017,13.7,0.71953,0.39334,Oak,L-Rhamnose,Random
14,64,63,578,43,0.053,43.8,0.45755,0.65136,Oak,D-Xylose,Random
14,65,63,288,21,0.026,21.8,0.46816,0.63926,Oak,L-Arabinose,Random
14,66,63,247,23,0.023,18.7,0.91264,0.14002,Oak,D-Arabinose,Random
14,67,63,338,23,0.031,25.6,0.28723,0.79704,Oak,D-Ribose,Random
14,68,63,67,8,0.006,5.1,0.94251,0.12441,Oak,Methanol,Random
14,69,63,700,57,0.064,53.1,0.95209,0.10419,Oak,Ethanol,Random
14,70,63,737,59,0.067,55.9,0.94301,0.13576,Oak,Glycerol,Random
14,71,63,220,14,0.02,16.7,0.26272,0.82696,Oak,Erythritol,Random
14,72,63,501,39,0.046,38,0.65528,0.44793,Oak,Ribitol,Random
14,73,63,100,3,0.009,7.6,0.04014,0.98817,Oak,Galactitol,Negative
14,74,63,672,52,0.061,50.9,0.68984,0.43811,Oak,D-Mannitol,Random
14,75,63,659,54,0.06,50,0.93419,0.12389,Oak,D-Glucitol,Random
14,76,63,75,8,0.007,5.7,0.89669,0.19825,Oak,myo-Inositol,Random
14,77,63,381,50,0.035,28.9,1,0,Oak,DL-Lactate,Positive
14,78,63,692,57,0.063,52.5,0.96889,0.07196,Oak,Succinate,Random
14,79,63,513,36,0.047,38.9,0.25793,0.82015,Oak,Citrate,Random
14,80,63,459,31,0.042,34.8,0.19218,0.87118,Oak,D-Gluconate,Random
14,81,63,314,23,0.029,23.8,0.4709,0.63462,Oak,D-Glucosamine,Random
14,82,63,144,14,0.013,10.9,0.89017,0.18363,Oak,Nitrate,Random
14,83,63,161,15,0.015,12.2,0.86187,0.21979,Oak,Vitamin-free,Random
14,84,63,367,22,0.033,27.8,0.07916,0.95355,Oak,2-Keto-D-gluconate,Random
14,85,63,107,8,0.01,8.1,0.57619,0.57894,Oak,Starch formation,Random
14,86,63,820,63,0.075,62.2,1,0.41781,Oak,Growth at 19°C,Random
14,87,63,822,63,0.075,62.3,1,0.4901,Oak,Growth at 25°C,Random
14,88,63,732,56,0.067,55.5,0.64369,0.51682,Oak,Growth at 30°C,Random
14,89,63,345,27,0.031,26.2,0.64166,0.46098,Oak,Growth at 37°C,Random
15,41,15,607,12,0.013,11,0.81513,0.39133,Hibiscus,Glucose_F,Random
15,42,15,259,2,0.006,4.7,0.10602,0.97228,Hibiscus,Galactose_F,Random
15,43,15,209,4,0.005,3.8,0.68248,0.54526,Hibiscus,Sucrose_F,Random
15,44,15,165,3,0.004,3,0.65408,0.59833,Hibiscus,Maltose_F,Random
15,46,15,132,3,0.003,2.4,0.79611,0.43481,Hibiscus,Raffinose_F,Random
15,47,15,261,4,0.006,4.7,0.46673,0.74477,Hibiscus,Trehalose_F,Random
15,48,15,831,15,0.018,15,1,1,Hibiscus,Glucose,Random
15,49,15,108,2,0.002,1.9,0.69227,0.60072,Hibiscus,Inulin,Random
15,50,15,503,12,0.011,9.1,0.97135,0.09536,Hibiscus,Sucrose,Random
15,51,15,237,5,0.005,4.3,0.76558,0.4334,Hibiscus,Raffinose,Random
15,52,15,103,2,0.002,1.9,0.71844,0.57311,Hibiscus,Melibiose,Random
15,53,15,541,14,0.012,9.8,0.99851,0.01382,Hibiscus,Galactose,Positive
15,54,15,100,0,0.002,1.8,0.1436,1,Hibiscus,Lactose,Random
15,55,15,578,11,0.013,10.4,0.71812,0.49969,Hibiscus,Trehalose,Random
15,56,15,468,12,0.01,8.4,0.98687,0.05085,Hibiscus,Maltose,Random
15,57,15,383,9,0.008,6.9,0.91184,0.20332,Hibiscus,Melezitose,Random
15,58,15,388,9,0.008,7,0.90393,0.21716,Hibiscus,Methyl-?-D-glucoside,Random
15,59,15,196,1,0.004,3.5,0.09748,0.983,Hibiscus,Soluble Starch,Random
15,60,15,524,8,0.011,9.5,0.29725,0.8545,Hibiscus,Cellobiose,Random
15,61,15,517,8,0.011,9.3,0.32187,0.83782,Hibiscus,Salicin,Random
15,62,15,437,14,0.009,7.9,0.99994,0.00087,Hibiscus,L-Sorbose,Positive
15,63,15,181,0,0.004,3.3,0.02422,1,Hibiscus,L-Rhamnose,Negative
15,64,15,578,12,0.013,10.4,0.88279,0.28188,Hibiscus,D-Xylose,Random
15,65,15,288,2,0.006,5.2,0.06336,0.98552,Hibiscus,L-Arabinose,Random
15,66,15,247,1,0.005,4.5,0.03578,0.99523,Hibiscus,D-Arabinose,Negative
15,67,15,338,7,0.007,6.1,0.77263,0.41059,Hibiscus,D-Ribose,Random
15,68,15,67,0,0.001,1.2,0.28023,1,Hibiscus,Methanol,Random
15,69,15,700,12,0.015,12.6,0.42957,0.80005,Hibiscus,Ethanol,Random
15,70,15,737,15,0.016,13.3,1,0.16252,Hibiscus,Glycerol,Random
15,71,15,220,0,0.005,4,0.00947,1,Hibiscus,Erythritol,Negative
15,72,15,501,11,0.011,9,0.9078,0.22181,Hibiscus,Ribitol,Random
15,73,15,100,2,0.002,1.8,0.73396,0.55599,Hibiscus,Galactitol,Random
15,74,15,672,13,0.015,12.1,0.81446,0.42961,Hibiscus,D-Mannitol,Random
15,75,15,659,14,0.014,11.9,0.97016,0.14918,Hibiscus,D-Glucitol,Random
15,76,15,75,0,0.002,1.4,0.23895,1,Hibiscus,myo-Inositol,Random
15,77,15,381,4,0.008,6.9,0.10558,0.9644,Hibiscus,DL-Lactate,Random
15,78,15,692,12,0.015,12.5,0.47121,0.7678,Hibiscus,Succinate,Random
15,79,15,513,9,0.011,9.3,0.54276,0.66376,Hibiscus,Citrate,Random
15,80,15,459,9,0.01,8.3,0.73521,0.45901,Hibiscus,D-Gluconate,Random
15,81,15,314,6,0.007,5.7,0.67813,0.52713,Hibiscus,D-Glucosamine,Random
15,82,15,144,2,0.003,2.6,0.50324,0.764,Hibiscus,Nitrate,Random
15,83,15,161,3,0.003,2.9,0.67219,0.57981,Hibiscus,Vitamin-free,Random
15,84,15,367,13,0.008,6.6,0.99992,0.00081,Hibiscus,2-Keto-D-gluconate,Positive
15,85,15,107,0,0.002,1.9,0.12412,1,Hibiscus,Starch formation,Random
15,86,15,820,15,0.018,14.8,1,0.81742,Hibiscus,Growth at 19°C,Random
15,87,15,822,15,0.018,14.8,1,0.84811,Hibiscus,Growth at 25°C,Random
15,88,15,732,15,0.016,13.2,1,0.1466,Hibiscus,Growth at 30°C,Random
15,89,15,345,6,0.007,6.2,0.5627,0.64426,Hibiscus,Growth at 37°C,Random
16,41,147,607,122,0.129,107.4,0.99934,0.0014,Beetle,Glucose_F,Positive
16,42,147,259,63,0.055,45.8,0.99967,0.00065,Beetle,Galactose_F,Positive
16,43,147,209,37,0.044,37,0.5485,0.53486,Beetle,Sucrose_F,Random
16,44,147,165,38,0.035,29.2,0.98116,0.03133,Beetle,Maltose_F,Positive
16,45,147,29,6,0.006,5.1,0.75975,0.40844,Beetle,Lactose_F,Random
16,46,147,132,15,0.028,23.4,0.02192,0.98898,Beetle,Raffinose_F,Negative
16,47,147,261,86,0.056,46.2,1,0,Beetle,Trehalose_F,Positive
16,48,147,831,147,0.177,147,1,1,Beetle,Glucose,Random
16,49,147,108,7,0.023,19.1,0.00031,0.99992,Beetle,Inulin,Negative
16,50,147,503,112,0.107,89,1,1.00E-05,Beetle,Sucrose,Positive
16,51,147,237,24,0.05,41.9,0.00013,0.99995,Beetle,Raffinose,Negative
16,52,147,103,14,0.022,18.2,0.15189,0.90675,Beetle,Melibiose,Random
16,53,147,541,120,0.115,95.7,1,0,Beetle,Galactose,Positive
16,54,147,100,15,0.021,17.7,0.2753,0.81236,Beetle,Lactose,Random
16,55,147,578,124,0.123,102.2,1,1.00E-05,Beetle,Trehalose,Positive
16,56,147,468,113,0.1,82.8,1,0,Beetle,Maltose,Positive
16,57,147,383,98,0.082,67.8,1,0,Beetle,Melezitose,Positive
16,58,147,388,95,0.083,68.6,1,0,Beetle,Methyl-?-D-glucoside,Positive
16,59,147,196,29,0.042,34.7,0.13336,0.90856,Beetle,Soluble Starch,Random
16,60,147,524,115,0.112,92.7,1,1.00E-05,Beetle,Cellobiose,Positive
16,61,147,517,117,0.11,91.5,1,0,Beetle,Salicin,Positive
16,62,147,437,81,0.093,77.3,0.77743,0.28056,Beetle,L-Sorbose,Random
16,63,147,181,38,0.039,32,0.92154,0.11466,Beetle,L-Rhamnose,Random
16,64,147,578,126,0.123,102.2,1,0,Beetle,D-Xylose,Positive
16,65,147,288,49,0.061,50.9,0.39349,0.678,Beetle,L-Arabinose,Random
16,66,147,247,53,0.053,43.7,0.97318,0.04127,Beetle,D-Arabinose,Positive
16,67,147,338,83,0.072,59.8,0.99999,2.00E-05,Beetle,D-Ribose,Positive
16,68,147,67,7,0.014,11.9,0.06731,0.96963,Beetle,Methanol,Random
16,69,147,700,133,0.149,123.8,0.99426,0.01226,Beetle,Ethanol,Positive
16,70,147,737,141,0.157,130.4,0.9998,0.00076,Beetle,Glycerol,Positive
16,71,147,220,51,0.047,38.9,0.99451,0.0095,Beetle,Erythritol,Positive
16,72,147,501,125,0.107,88.6,1,0,Beetle,Ribitol,Positive
16,73,147,100,11,0.021,17.7,0.03704,0.98205,Beetle,Galactitol,Negative
16,74,147,672,144,0.143,118.9,1,0,Beetle,D-Mannitol,Positive
16,75,147,659,146,0.14,116.6,1,0,Beetle,D-Glucitol,Positive
16,76,147,75,7,0.016,13.3,0.02767,0.98888,Beetle,myo-Inositol,Negative
16,77,147,381,51,0.081,67.4,0.00174,0.99906,Beetle,DL-Lactate,Negative
16,78,147,692,141,0.147,122.4,1,0,Beetle,Succinate,Positive
16,79,147,513,117,0.109,90.7,1,0,Beetle,Citrate,Positive
16,80,147,459,103,0.098,81.2,0.99998,4.00E-05,Beetle,D-Gluconate,Positive
16,81,147,314,84,0.067,55.5,1,0,Beetle,D-Glucosamine,Positive
16,82,147,144,11,0.031,25.5,0.00016,0.99995,Beetle,Nitrate,Negative
16,83,147,161,20,0.034,28.5,0.03016,0.98324,Beetle,Vitamin-free,Negative
16,84,147,367,101,0.078,64.9,1,0,Beetle,2-Keto-D-gluconate,Positive
16,85,147,107,8,0.023,18.9,0.00116,0.99964,Beetle,Starch formation,Negative
16,86,147,820,147,0.175,145.1,1,0.11582,Beetle,Growth at 19°C,Random
16,87,147,822,147,0.175,145.4,1,0.1718,Beetle,Growth at 25°C,Random
16,88,147,732,138,0.156,129.5,0.99654,0.00884,Beetle,Growth at 30°C,Positive
16,89,147,345,45,0.073,61,0.00187,0.999,Beetle,Growth at 37°C,Negative
17,41,54,607,42,0.047,39.4,0.83354,0.2614,Fruit.fly,Glucose_F,Random
17,42,54,259,19,0.02,16.8,0.79295,0.30181,Fruit.fly,Galactose_F,Random
17,43,54,209,20,0.016,13.6,0.98506,0.03072,Fruit.fly,Sucrose_F,Positive
17,44,54,165,13,0.013,10.7,0.83709,0.25924,Fruit.fly,Maltose_F,Random
17,45,54,29,4,0.002,1.9,0.9656,0.1126,Fruit.fly,Lactose_F,Random
17,46,54,132,17,0.01,8.6,0.9992,0.00233,Fruit.fly,Raffinose_F,Positive
17,47,54,261,20,0.02,17,0.85803,0.21873,Fruit.fly,Trehalose_F,Random
17,48,54,831,54,0.065,54,1,1,Fruit.fly,Glucose,Random
17,49,54,108,9,0.008,7,0.85053,0.25856,Fruit.fly,Inulin,Random
17,50,54,503,36,0.039,32.7,0.86442,0.2099,Fruit.fly,Sucrose,Random
17,51,54,237,18,0.019,15.4,0.83342,0.253,Fruit.fly,Raffinose,Random
17,52,54,103,6,0.008,6.7,0.48607,0.68179,Fruit.fly,Melibiose,Random
17,53,54,541,37,0.042,35.2,0.7533,0.34994,Fruit.fly,Galactose,Random
17,54,54,100,4,0.008,6.5,0.19699,0.91035,Fruit.fly,Lactose,Random
17,55,54,578,33,0.045,37.6,0.10861,0.93672,Fruit.fly,Trehalose,Random
17,56,54,468,32,0.037,30.4,0.72194,0.38068,Fruit.fly,Maltose,Random
17,57,54,383,29,0.03,24.9,0.90338,0.15394,Fruit.fly,Melezitose,Random
17,58,54,388,25,0.03,25.2,0.5333,0.57857,Fruit.fly,Methyl-?-D-glucoside,Random
17,59,54,196,4,0.015,12.7,0.00141,0.99969,Fruit.fly,Soluble Starch,Negative
17,60,54,524,33,0.041,34.1,0.43205,0.67741,Fruit.fly,Cellobiose,Random
17,61,54,517,32,0.04,33.6,0.37186,0.73049,Fruit.fly,Salicin,Random
17,62,54,437,37,0.034,28.4,0.99532,0.01054,Fruit.fly,L-Sorbose,Positive
17,63,54,181,5,0.014,11.8,0.01143,0.99646,Fruit.fly,L-Rhamnose,Negative
17,64,54,578,34,0.045,37.6,0.1741,0.89139,Fruit.fly,D-Xylose,Random
17,65,54,288,10,0.023,18.7,0.00583,0.99784,Fruit.fly,L-Arabinose,Negative
17,66,54,247,7,0.019,16.1,0.00262,0.9992,Fruit.fly,D-Arabinose,Negative
17,67,54,338,8,0.026,22,2.00E-05,0.99999,Fruit.fly,D-Ribose,Negative
17,68,54,67,1,0.005,4.4,0.05552,0.99088,Fruit.fly,Methanol,Random
17,69,54,700,47,0.055,45.5,0.77678,0.36059,Fruit.fly,Ethanol,Random
17,70,54,737,45,0.058,47.9,0.14437,0.92789,Fruit.fly,Glycerol,Random
17,71,54,220,0,0.017,14.3,0,1,Fruit.fly,Erythritol,Negative
17,72,54,501,31,0.039,32.6,0.37783,0.72456,Fruit.fly,Ribitol,Random
17,73,54,100,3,0.008,6.5,0.08965,0.96945,Fruit.fly,Galactitol,Random
17,74,54,672,46,0.053,43.7,0.84507,0.26237,Fruit.fly,D-Mannitol,Random
17,75,54,659,44,0.052,42.8,0.71287,0.41829,Fruit.fly,D-Glucitol,Random
17,76,54,75,3,0.006,4.9,0.26106,0.88463,Fruit.fly,myo-Inositol,Random
17,77,54,381,27,0.03,24.8,0.78094,0.31063,Fruit.fly,DL-Lactate,Random
17,78,54,692,41,0.054,45,0.0989,0.94873,Fruit.fly,Succinate,Random
17,79,54,513,21,0.04,33.3,0.00037,0.99987,Fruit.fly,Citrate,Negative
17,80,54,459,29,0.036,29.8,0.46151,0.64757,Fruit.fly,D-Gluconate,Random
17,81,54,314,15,0.025,20.4,0.07537,0.95908,Fruit.fly,D-Glucosamine,Random
17,82,54,144,3,0.011,9.4,0.00872,0.99796,Fruit.fly,Nitrate,Negative
17,83,54,161,4,0.013,10.5,0.01119,0.99687,Fruit.fly,Vitamin-free,Negative
17,84,54,367,27,0.029,23.8,0.84959,0.22568,Fruit.fly,2-Keto-D-gluconate,Random
17,85,54,107,2,0.008,7,0.02044,0.99569,Fruit.fly,Starch formation,Negative
17,86,54,820,54,0.064,53.3,1,0.47534,Fruit.fly,Growth at 19°C,Random
17,87,54,822,54,0.064,53.4,1,0.54458,Fruit.fly,Growth at 25°C,Random
17,88,54,732,52,0.057,47.6,0.99263,0.03232,Fruit.fly,Growth at 30°C,Positive
17,89,54,345,29,0.027,22.4,0.97775,0.04203,Fruit.fly,Growth at 37°C,Positive
18,41,27,607,24,0.024,19.7,0.98882,0.04027,Bee,Glucose_F,Positive
18,42,27,259,7,0.01,8.4,0.35803,0.78792,Bee,Galactose_F,Random
18,43,27,209,12,0.008,6.8,0.99273,0.0208,Bee,Sucrose_F,Positive
18,44,27,165,11,0.006,5.4,0.99724,0.00926,Bee,Maltose_F,Positive
18,46,27,132,10,0.005,4.3,0.99855,0.00549,Bee,Raffinose_F,Positive
18,47,27,261,8,0.01,8.5,0.51326,0.65215,Bee,Trehalose_F,Random
18,48,27,831,27,0.032,27,1,1,Bee,Glucose,Random
18,49,27,108,1,0.004,3.5,0.11327,0.97815,Bee,Inulin,Random
18,50,27,503,15,0.02,16.3,0.36379,0.77122,Bee,Sucrose,Random
18,51,27,237,11,0.009,7.7,0.94631,0.11442,Bee,Raffinose,Random
18,52,27,103,2,0.004,3.3,0.32837,0.86897,Bee,Melibiose,Random
18,53,27,541,23,0.021,17.6,0.99529,0.01726,Bee,Galactose,Positive
18,54,27,100,1,0.004,3.2,0.14282,0.97043,Bee,Lactose,Random
18,55,27,578,9,0.023,18.8,9.00E-05,0.99998,Bee,Trehalose,Negative
18,56,27,468,13,0.018,15.2,0.24949,0.85695,Bee,Maltose,Random
18,57,27,383,9,0.015,12.4,0.12339,0.9408,Bee,Melezitose,Random
18,58,27,388,10,0.015,12.6,0.20501,0.88912,Bee,Methyl-?-D-glucoside,Random
18,59,27,196,4,0.008,6.4,0.19755,0.91332,Bee,Soluble Starch,Random
18,60,27,524,11,0.02,17,0.01385,0.99526,Bee,Cellobiose,Negative
18,61,27,517,13,0.02,16.8,0.093,0.95679,Bee,Salicin,Random
18,62,27,437,21,0.017,14.2,0.99844,0.00575,Bee,L-Sorbose,Positive
18,63,27,181,2,0.007,5.9,0.04453,0.98969,Bee,L-Rhamnose,Negative
18,64,27,578,8,0.023,18.8,2.00E-05,1,Bee,D-Xylose,Negative
18,65,27,288,3,0.011,9.4,0.00506,0.99899,Bee,L-Arabinose,Negative
18,66,27,247,2,0.01,8,0.00495,0.99921,Bee,D-Arabinose,Negative
18,67,27,338,13,0.013,11,0.84208,0.27061,Bee,D-Ribose,Random
18,68,27,67,0,0.003,2.2,0.0995,1,Bee,Methanol,Random
18,69,27,700,17,0.027,22.7,0.00519,0.99865,Bee,Ethanol,Negative
18,70,27,737,25,0.029,23.9,0.83083,0.39357,Bee,Glycerol,Random
18,71,27,220,4,0.009,7.1,0.1168,0.95483,Bee,Erythritol,Random
18,72,27,501,11,0.02,16.3,0.02926,0.98883,Bee,Ribitol,Negative
18,73,27,100,1,0.004,3.2,0.14282,0.97043,Bee,Galactitol,Random
18,74,27,672,26,0.026,21.8,0.99708,0.02232,Bee,D-Mannitol,Positive
18,75,27,659,25,0.026,21.4,0.98579,0.05806,Bee,D-Glucitol,Random
18,76,27,75,1,0.003,2.4,0.28122,0.92548,Bee,myo-Inositol,Random
18,77,27,381,4,0.015,12.4,6.00E-04,0.99989,Bee,DL-Lactate,Negative
18,78,27,692,20,0.027,22.5,0.14903,0.9343,Bee,Succinate,Random
18,79,27,513,17,0.02,16.7,0.62576,0.53278,Bee,Citrate,Random
18,80,27,459,19,0.018,14.9,0.96659,0.07751,Bee,D-Gluconate,Random
18,81,27,314,6,0.012,10.2,0.06415,0.975,Bee,D-Glucosamine,Random
18,82,27,144,8,0.006,4.7,0.96918,0.07831,Bee,Nitrate,Random
18,83,27,161,3,0.006,5.2,0.19945,0.92062,Bee,Vitamin-free,Random
18,84,27,367,15,0.014,11.9,0.9201,0.15512,Bee,2-Keto-D-gluconate,Random
18,85,27,107,1,0.004,3.5,0.11664,0.9773,Bee,Starch formation,Random
18,86,27,820,27,0.032,26.6,1,0.6938,Bee,Growth at 19°C,Random
18,87,27,822,27,0.032,26.7,1,0.74175,Bee,Growth at 25°C,Random
18,88,27,732,26,0.029,23.8,0.9693,0.14695,Bee,Growth at 30°C,Random
18,89,27,345,15,0.013,11.2,0.95479,0.09646,Bee,Growth at 37°C,Random
19,41,51,607,43,0.045,37.3,0.98338,0.03886,Tree.exudate,Glucose_F,Positive
19,42,51,259,16,0.019,15.9,0.58126,0.54222,Tree.exudate,Galactose_F,Random
19,43,51,209,19,0.015,12.8,0.98423,0.03281,Tree.exudate,Sucrose_F,Positive
19,44,51,165,10,0.012,10.1,0.56624,0.57752,Tree.exudate,Maltose_F,Random
19,45,51,29,1,0.002,1.8,0.45749,0.84579,Tree.exudate,Lactose_F,Random
19,46,51,132,10,0.01,8.1,0.83003,0.28089,Tree.exudate,Raffinose_F,Random
19,47,51,261,13,0.019,16,0.21857,0.86428,Tree.exudate,Trehalose_F,Random
19,48,51,831,51,0.061,51,1,1,Tree.exudate,Glucose,Random
19,49,51,108,6,0.008,6.6,0.497,0.67252,Tree.exudate,Inulin,Random
19,50,51,503,32,0.037,30.9,0.68236,0.42971,Tree.exudate,Sucrose,Random
19,51,51,237,14,0.018,14.5,0.50236,0.62395,Tree.exudate,Raffinose,Random
19,52,51,103,5,0.008,6.3,0.37609,0.78248,Tree.exudate,Melibiose,Random
19,53,51,541,24,0.04,33.2,0.00487,0.99799,Tree.exudate,Galactose,Negative
19,54,51,100,3,0.007,6.1,0.11536,0.95859,Tree.exudate,Lactose,Random
19,55,51,578,34,0.043,35.5,0.3739,0.73575,Tree.exudate,Trehalose,Random
19,56,51,468,26,0.035,28.7,0.25781,0.82624,Tree.exudate,Maltose,Random
19,57,51,383,24,0.028,23.5,0.6145,0.49929,Tree.exudate,Melezitose,Random
19,58,51,388,26,0.029,23.8,0.7821,0.31188,Tree.exudate,Methyl-?-D-glucoside,Random
19,59,51,196,7,0.014,12,0.05607,0.97575,Tree.exudate,Soluble Starch,Random
19,60,51,524,32,0.039,32.2,0.53608,0.58242,Tree.exudate,Cellobiose,Random
19,61,51,517,32,0.038,31.7,0.58676,0.53145,Tree.exudate,Salicin,Random
19,62,51,437,29,0.032,26.8,0.78069,0.31413,Tree.exudate,L-Sorbose,Random
19,63,51,181,16,0.013,11.1,0.96638,0.06597,Tree.exudate,L-Rhamnose,Random
19,64,51,578,35,0.043,35.5,0.49614,0.6261,Tree.exudate,D-Xylose,Random
19,65,51,288,15,0.021,17.7,0.25713,0.83232,Tree.exudate,L-Arabinose,Random
19,66,51,247,14,0.018,15.2,0.42473,0.69501,Tree.exudate,D-Arabinose,Random
19,67,51,338,21,0.025,20.7,0.59092,0.52533,Tree.exudate,D-Ribose,Random
19,68,51,67,10,0.005,4.1,0.99854,0.00521,Tree.exudate,Methanol,Positive
19,69,51,700,48,0.052,43,0.99265,0.02683,Tree.exudate,Ethanol,Positive
19,70,51,737,44,0.054,45.2,0.35224,0.79118,Tree.exudate,Glycerol,Random
19,71,51,220,15,0.016,13.5,0.74766,0.36437,Tree.exudate,Erythritol,Random
19,72,51,501,30,0.037,30.7,0.46738,0.64643,Tree.exudate,Ribitol,Random
19,73,51,100,4,0.007,6.1,0.2412,0.88464,Tree.exudate,Galactitol,Random
19,74,51,672,43,0.05,41.2,0.79361,0.33189,Tree.exudate,D-Mannitol,Random
19,75,51,659,44,0.049,40.4,0.93196,0.13605,Tree.exudate,D-Glucitol,Random
19,76,51,75,1,0.006,4.6,0.04398,0.99315,Tree.exudate,myo-Inositol,Negative
19,77,51,381,34,0.028,23.4,0.99939,0.00164,Tree.exudate,DL-Lactate,Positive
19,78,51,692,44,0.051,42.5,0.77974,0.35728,Tree.exudate,Succinate,Random
19,79,51,513,27,0.038,31.5,0.11871,0.9296,Tree.exudate,Citrate,Random
19,80,51,459,23,0.034,28.2,0.08767,0.94995,Tree.exudate,D-Gluconate,Random
19,81,51,314,19,0.023,19.3,0.53145,0.58676,Tree.exudate,D-Glucosamine,Random
19,82,51,144,7,0.011,8.8,0.31486,0.81205,Tree.exudate,Nitrate,Random
19,83,51,161,6,0.012,9.9,0.10401,0.95263,Tree.exudate,Vitamin-free,Random
19,84,51,367,20,0.027,22.5,0.27925,0.81017,Tree.exudate,2-Keto-D-gluconate,Random
19,85,51,107,2,0.008,6.6,0.02855,0.99365,Tree.exudate,Starch formation,Negative
19,86,51,820,51,0.061,50.3,1,0.49606,Tree.exudate,Growth at 19°C,Random
19,87,51,822,51,0.061,50.4,1,0.5639,Tree.exudate,Growth at 25°C,Random
19,88,51,732,48,0.054,44.9,0.95637,0.12039,Tree.exudate,Growth at 30°C,Random
19,89,51,345,27,0.025,21.2,0.96746,0.05993,Tree.exudate,Growth at 37°C,Random
20,41,53,607,41,0.047,38.7,0.81244,0.28906,Tree.flux,Glucose_F,Random
20,42,53,259,16,0.02,16.5,0.50449,0.61653,Tree.flux,Galactose_F,Random
20,43,53,209,14,0.016,13.3,0.65642,0.46834,Tree.flux,Sucrose_F,Random
20,44,53,165,8,0.013,10.5,0.24067,0.8606,Tree.flux,Maltose_F,Random
20,45,53,29,1,0.002,1.8,0.43589,0.85705,Tree.flux,Lactose_F,Random
20,46,53,132,10,0.01,8.4,0.79454,0.32589,Tree.flux,Raffinose_F,Random
20,47,53,261,12,0.02,16.6,0.10019,0.94574,Tree.flux,Trehalose_F,Random
20,48,53,831,53,0.064,53,1,1,Tree.flux,Glucose,Random
20,49,53,108,9,0.008,6.9,0.86378,0.24038,Tree.flux,Inulin,Random
20,50,53,503,32,0.039,32.1,0.5449,0.57029,Tree.flux,Sucrose,Random
20,51,53,237,13,0.018,15.1,0.31119,0.79263,Tree.flux,Raffinose,Random
20,52,53,103,7,0.008,6.6,0.67011,0.49267,Tree.flux,Melibiose,Random
20,53,53,541,28,0.042,34.5,0.03867,0.98001,Tree.flux,Galactose,Negative
20,54,53,100,4,0.008,6.4,0.21098,0.9024,Tree.flux,Lactose,Random
20,55,53,578,33,0.044,36.9,0.14985,0.90902,Tree.flux,Trehalose,Random
20,56,53,468,30,0.036,29.8,0.57186,0.54174,Tree.flux,Maltose,Random
20,57,53,383,26,0.029,24.4,0.72305,0.379,Tree.flux,Melezitose,Random
20,58,53,388,24,0.03,24.7,0.47322,0.63747,Tree.flux,Methyl-?-D-glucoside,Random
20,59,53,196,8,0.015,12.5,0.08638,0.9584,Tree.flux,Soluble Starch,Random
20,60,53,524,29,0.04,33.4,0.12505,0.92473,Tree.flux,Cellobiose,Random
20,61,53,517,29,0.04,33,0.1546,0.90389,Tree.flux,Salicin,Random
20,62,53,437,35,0.034,27.9,0.98569,0.02891,Tree.flux,L-Sorbose,Positive
