sp1,sp2,sp1_inc,sp2_inc,obs_cooccur,prob_cooccur,exp_cooccur,p_lt,p_gt,sp1_name,sp2_name,Association
7,54,217,100,22,0.031,26.1,0.19118,0.86953,Insect,Lactose,Random
7,55,217,578,164,0.182,150.9,0.99077,0.01465,Insect,Trehalose,Positive
7,56,217,468,152,0.147,122.2,1,0,Insect,Maltose,Positive
7,57,217,383,130,0.12,100,1,0,Insect,Melezitose,Positive
7,58,217,388,131,0.122,101.3,1,0,Insect,Methyl-?-D-glucoside,Positive
7,59,217,196,45,0.062,51.2,0.14503,0.89393,Insect,Soluble Starch,Random
7,60,217,524,155,0.165,136.8,0.999,0.00174,Insect,Cellobiose,Positive
7,61,217,517,158,0.162,135,0.99995,1.00E-04,Insect,Salicin,Positive
7,62,217,437,121,0.137,114.1,0.87869,0.15625,Insect,L-Sorbose,Random
7,63,217,181,54,0.057,47.3,0.91579,0.11706,Insect,L-Rhamnose,Random
7,64,217,578,157,0.182,150.9,0.87044,0.16984,Insect,D-Xylose,Random
7,65,217,288,78,0.091,75.2,0.70865,0.35044,Insect,L-Arabinose,Random
7,66,217,247,72,0.078,64.5,0.91588,0.11365,Insect,D-Arabinose,Random
7,67,217,338,107,0.106,88.3,0.99896,0.00175,Insect,D-Ribose,Positive
7,68,217,67,10,0.021,17.5,0.01751,0.99255,Insect,Methanol,Negative
7,69,217,700,183,0.22,182.8,0.55637,0.5299,Insect,Ethanol,Random
7,70,217,737,200,0.232,192.5,0.98049,0.03627,Insect,Glycerol,Positive
7,71,217,220,64,0.069,57.4,0.89591,0.13959,Insect,Erythritol,Random
7,72,217,501,159,0.157,130.8,1,0,Insect,Ribitol,Positive
7,73,217,100,22,0.031,26.1,0.19118,0.86953,Insect,Galactitol,Random
7,74,217,672,203,0.211,175.5,1,0,Insect,D-Mannitol,Positive
7,75,217,659,201,0.207,172.1,1,0,Insect,D-Glucitol,Positive
7,76,217,75,12,0.024,19.6,0.02185,0.98989,Insect,myo-Inositol,Negative
7,77,217,381,84,0.12,99.5,0.00858,0.99451,Insect,DL-Lactate,Negative
7,78,217,692,187,0.217,180.7,0.92675,0.10876,Insect,Succinate,Random
7,79,217,513,152,0.161,134,0.99883,0.002,Insect,Citrate,Positive
7,80,217,459,151,0.144,119.9,1,0,Insect,D-Gluconate,Positive
7,81,217,314,100,0.099,82,0.99863,0.0023,Insect,D-Glucosamine,Positive
7,82,217,144,20,0.045,37.6,9.00E-05,0.99997,Insect,Nitrate,Negative
7,83,217,161,28,0.051,42,0.0027,0.99864,Insect,Vitamin-free,Negative
7,84,217,367,129,0.115,95.8,1,0,Insect,2-Keto-D-gluconate,Positive
7,85,217,107,11,0.034,27.9,2.00E-05,1,Insect,Starch formation,Negative
7,86,217,820,215,0.258,214.1,0.82672,0.42015,Insect,Growth at 19°C,Random
7,87,217,822,216,0.258,214.6,0.93537,0.2729,Insect,Growth at 25°C,Random
7,88,217,732,206,0.23,191.1,0.99997,9.00E-05,Insect,Growth at 30°C,Positive
7,89,217,345,81,0.108,90.1,0.08394,0.93829,Insect,Growth at 37°C,Random
8,41,200,607,128,0.176,146.1,0.00078,0.99958,Tree,Glucose_F,Negative
8,42,200,259,52,0.075,62.3,0.04131,0.97227,Tree,Galactose_F,Negative
8,43,200,209,38,0.061,50.3,0.01243,0.99265,Tree,Sucrose_F,Negative
8,44,200,165,32,0.048,39.7,0.06934,0.95469,Tree,Maltose_F,Random
8,45,200,29,3,0.008,7,0.05396,0.98402,Tree,Lactose_F,Random
8,46,200,132,24,0.038,31.8,0.0507,0.96943,Tree,Raffinose_F,Random
8,47,200,261,57,0.076,62.8,0.17655,0.86554,Tree,Trehalose_F,Random
8,48,200,831,200,0.241,200,1,1,Tree,Glucose,Random
8,49,200,108,31,0.031,26,0.90639,0.13885,Tree,Inulin,Random
8,50,200,503,124,0.146,121.1,0.71536,0.34361,Tree,Sucrose,Random
8,51,200,237,63,0.069,57,0.87677,0.16314,Tree,Raffinose,Random
8,52,200,103,25,0.03,24.8,0.57552,0.52199,Tree,Melibiose,Random
8,53,200,541,102,0.157,130.2,0,1,Tree,Galactose,Negative
8,54,200,100,27,0.029,24.1,0.80526,0.26867,Tree,Lactose,Random
8,55,200,578,152,0.167,139.1,0.99166,0.01351,Tree,Trehalose,Positive
8,56,200,468,110,0.136,112.6,0.36285,0.69644,Tree,Maltose,Random
8,57,200,383,91,0.111,92.2,0.45649,0.60723,Tree,Melezitose,Random
8,58,200,388,91,0.112,93.4,0.38014,0.68005,Tree,Methyl-?-D-glucoside,Random
8,59,200,196,61,0.057,47.2,0.99644,0.00609,Tree,Soluble Starch,Positive
8,60,200,524,148,0.152,126.1,0.99994,0.00013,Tree,Cellobiose,Positive
8,61,200,517,145,0.15,124.4,0.99983,0.00033,Tree,Salicin,Positive
8,62,200,437,101,0.127,105.2,0.27508,0.77634,Tree,L-Sorbose,Random
8,63,200,181,60,0.052,43.6,0.99943,0.00109,Tree,L-Rhamnose,Positive
8,64,200,578,161,0.167,139.1,0.99998,5.00E-05,Tree,D-Xylose,Positive
8,65,200,288,81,0.083,69.3,0.98055,0.0289,Tree,L-Arabinose,Positive
8,66,200,247,85,0.072,59.4,1,1.00E-05,Tree,D-Arabinose,Positive
8,67,200,338,96,0.098,81.3,0.99366,0.00994,Tree,D-Ribose,Positive
8,68,200,67,31,0.019,16.1,0.99999,3.00E-05,Tree,Methanol,Positive
8,69,200,700,178,0.203,168.5,0.98921,0.01976,Tree,Ethanol,Positive
8,70,200,737,179,0.213,177.4,0.70243,0.39295,Tree,Glycerol,Random
8,71,200,220,65,0.064,52.9,0.98872,0.01778,Tree,Erythritol,Positive
8,72,200,501,128,0.145,120.6,0.90596,0.12526,Tree,Ribitol,Random
8,73,200,100,18,0.029,24.1,0.0798,0.95263,Tree,Galactitol,Random
8,74,200,672,178,0.195,161.7,0.99985,0.00035,Tree,D-Mannitol,Positive
8,75,200,659,172,0.191,158.6,0.99794,0.00398,Tree,D-Glucitol,Positive
8,76,200,75,25,0.022,18.1,0.98001,0.03689,Tree,myo-Inositol,Positive
8,77,200,381,94,0.11,91.7,0.67629,0.38412,Tree,DL-Lactate,Random
8,78,200,692,179,0.2,166.5,0.99829,0.00358,Tree,Succinate,Positive
8,79,200,513,126,0.149,123.5,0.69285,0.36823,Tree,Citrate,Random
8,80,200,459,104,0.133,110.5,0.16498,0.87223,Tree,D-Gluconate,Random
8,81,200,314,80,0.091,75.6,0.79557,0.25482,Tree,D-Glucosamine,Random
8,82,200,144,64,0.042,34.7,1,0,Tree,Nitrate,Positive
8,83,200,161,57,0.047,38.7,0.99991,2.00E-04,Tree,Vitamin-free,Positive
8,84,200,367,77,0.106,88.3,0.03805,0.97373,Tree,2-Keto-D-gluconate,Negative
8,85,200,107,38,0.031,25.8,0.99858,0.0029,Tree,Starch formation,Positive
8,86,200,820,198,0.237,197.4,0.78481,0.48365,Tree,Growth at 19°C,Random
8,87,200,822,198,0.238,197.8,0.67811,0.62693,Tree,Growth at 25°C,Random
8,88,200,732,157,0.212,176.2,0,1,Tree,Growth at 30°C,Negative
8,89,200,345,76,0.1,83,0.14092,0.89287,Tree,Growth at 37°C,Random
9,41,29,607,23,0.025,21.2,0.83816,0.29523,Feces.Dung,Glucose_F,Random
9,42,29,259,9,0.011,9,0.5836,0.57766,Feces.Dung,Galactose_F,Random
9,43,29,209,9,0.009,7.3,0.83275,0.29144,Feces.Dung,Sucrose_F,Random
9,44,29,165,6,0.007,5.8,0.65171,0.53066,Feces.Dung,Maltose_F,Random
9,45,29,29,0,0.001,1,0.35057,1,Feces.Dung,Lactose_F,Random
9,46,29,132,5,0.006,4.6,0.6931,0.49942,Feces.Dung,Raffinose_F,Random
9,47,29,261,8,0.011,9.1,0.41121,0.7389,Feces.Dung,Trehalose_F,Random
9,48,29,831,29,0.035,29,1,1,Feces.Dung,Glucose,Random
9,49,29,108,3,0.005,3.8,0.46628,0.75106,Feces.Dung,Inulin,Random
9,50,29,503,12,0.021,17.6,0.02655,0.98965,Feces.Dung,Sucrose,Negative
9,51,29,237,5,0.01,8.3,0.12043,0.94916,Feces.Dung,Raffinose,Random
9,52,29,103,0,0.004,3.6,0.02007,1,Feces.Dung,Melibiose,Negative
9,53,29,541,14,0.023,18.9,0.04357,0.98173,Feces.Dung,Galactose,Negative
9,54,29,100,3,0.004,3.5,0.5306,0.69972,Feces.Dung,Lactose,Random
9,55,29,578,20,0.024,20.2,0.54371,0.61721,Feces.Dung,Trehalose,Random
9,56,29,468,13,0.02,16.3,0.14039,0.92736,Feces.Dung,Maltose,Random
9,57,29,383,10,0.016,13.4,0.1383,0.93003,Feces.Dung,Melezitose,Random
9,58,29,388,11,0.016,13.5,0.22051,0.87577,Feces.Dung,Methyl-?-D-glucoside,Random
9,59,29,196,7,0.008,6.8,0.62811,0.54548,Feces.Dung,Soluble Starch,Random
9,60,29,524,14,0.022,18.3,0.07085,0.96775,Feces.Dung,Cellobiose,Random
9,61,29,517,15,0.022,18,0.1607,0.91489,Feces.Dung,Salicin,Random
9,62,29,437,13,0.018,15.3,0.25359,0.85107,Feces.Dung,L-Sorbose,Random
9,63,29,181,10,0.008,6.3,0.967,0.07714,Feces.Dung,L-Rhamnose,Random
9,64,29,578,18,0.024,20.2,0.24231,0.86299,Feces.Dung,D-Xylose,Random
9,65,29,288,9,0.012,10.1,0.42087,0.72662,Feces.Dung,L-Arabinose,Random
9,66,29,247,6,0.01,8.6,0.19214,0.90545,Feces.Dung,D-Arabinose,Random
9,67,29,338,9,0.014,11.8,0.1894,0.89927,Feces.Dung,D-Ribose,Random
9,68,29,67,2,0.003,2.3,0.58101,0.6957,Feces.Dung,Methanol,Random
9,69,29,700,28,0.029,24.4,0.99371,0.04185,Feces.Dung,Ethanol,Positive
9,70,29,737,24,0.031,25.7,0.2227,0.90157,Feces.Dung,Glycerol,Random
9,71,29,220,6,0.009,7.7,0.31594,0.82353,Feces.Dung,Erythritol,Random
9,72,29,501,15,0.021,17.5,0.22044,0.8749,Feces.Dung,Ribitol,Random
9,73,29,100,2,0.004,3.5,0.30028,0.88382,Feces.Dung,Galactitol,Random
9,74,29,672,19,0.028,23.5,0.03493,0.9872,Feces.Dung,D-Mannitol,Negative
9,75,29,659,19,0.028,23,0.05704,0.97703,Feces.Dung,D-Glucitol,Random
9,76,29,75,0,0.003,2.6,0.06125,1,Feces.Dung,myo-Inositol,Random
9,77,29,381,17,0.016,13.3,0.9445,0.11226,Feces.Dung,DL-Lactate,Random
9,78,29,692,25,0.029,24.1,0.74323,0.45048,Feces.Dung,Succinate,Random
9,79,29,513,16,0.022,17.9,0.28962,0.82538,Feces.Dung,Citrate,Random
9,80,29,459,17,0.019,16,0.71154,0.4299,Feces.Dung,D-Gluconate,Random
9,81,29,314,13,0.013,11,0.8393,0.27102,Feces.Dung,D-Glucosamine,Random
9,82,29,144,5,0.006,5,0.61214,0.58405,Feces.Dung,Nitrate,Random
9,83,29,161,8,0.007,5.6,0.91128,0.18136,Feces.Dung,Vitamin-free,Random
9,84,29,367,14,0.015,12.8,0.74128,0.3938,Feces.Dung,2-Keto-D-gluconate,Random
9,85,29,107,0,0.004,3.7,0.01705,1,Feces.Dung,Starch formation,Negative
9,86,29,820,25,0.034,28.6,0.00033,0.99999,Feces.Dung,Growth at 19°C,Negative
9,87,29,822,27,0.035,28.7,0.03638,0.99721,Feces.Dung,Growth at 25°C,Negative
9,88,29,732,27,0.031,25.5,0.88014,0.30719,Feces.Dung,Growth at 30°C,Random
9,89,29,345,20,0.014,12,0.99939,0.00222,Feces.Dung,Growth at 37°C,Positive
10,41,38,607,23,0.033,27.8,0.05914,0.972,Pine,Glucose_F,Random
10,42,38,259,13,0.014,11.8,0.72792,0.3996,Pine,Galactose_F,Random
10,43,38,209,2,0.012,9.6,0.00128,0.99982,Pine,Sucrose_F,Negative
10,44,38,165,3,0.009,7.5,0.0372,0.98944,Pine,Maltose_F,Negative
10,45,38,29,0,0.002,1.3,0.25124,1,Pine,Lactose_F,Random
10,46,38,132,1,0.007,6,0.01016,0.99882,Pine,Raffinose_F,Negative
10,47,38,261,16,0.014,11.9,0.94604,0.10281,Pine,Trehalose_F,Random
10,48,38,831,38,0.046,38,1,1,Pine,Glucose,Random
10,49,38,108,0,0.006,4.9,0.00442,1,Pine,Inulin,Negative
10,50,38,503,18,0.028,23,0.06435,0.96798,Pine,Sucrose,Random
10,51,38,237,10,0.013,10.8,0.46022,0.68169,Pine,Raffinose,Random
10,52,38,103,9,0.006,4.7,0.987,0.03571,Pine,Melibiose,Positive
10,53,38,541,25,0.03,24.7,0.59853,0.53945,Pine,Galactose,Random
10,54,38,100,13,0.006,4.6,0.99995,0.00021,Pine,Lactose,Positive
10,55,38,578,32,0.032,26.4,0.98957,0.0288,Pine,Trehalose,Positive
10,56,38,468,21,0.026,21.4,0.51065,0.62054,Pine,Maltose,Random
10,57,38,383,17,0.021,17.5,0.49976,0.63065,Pine,Melezitose,Random
10,58,38,388,21,0.021,17.7,0.89438,0.17929,Pine,Methyl-?-D-glucoside,Random
10,59,38,196,10,0.011,9,0.73265,0.40518,Pine,Soluble Starch,Random
10,60,38,524,29,0.029,24,0.97484,0.05615,Pine,Cellobiose,Random
10,61,38,517,29,0.028,23.6,0.98047,0.04502,Pine,Salicin,Positive
10,62,38,437,19,0.024,20,0.43529,0.68951,Pine,L-Sorbose,Random
10,63,38,181,17,0.01,8.3,0.9997,0.00102,Pine,L-Rhamnose,Positive
10,64,38,578,36,0.032,26.4,0.99999,0.00012,Pine,D-Xylose,Positive
10,65,38,288,27,0.016,13.2,1,0,Pine,L-Arabinose,Positive
10,66,38,247,24,0.014,11.3,1,1.00E-05,Pine,D-Arabinose,Positive
10,67,38,338,23,0.019,15.5,0.99647,0.00915,Pine,D-Ribose,Positive
10,68,38,67,8,0.004,3.1,0.99793,0.00809,Pine,Methanol,Positive
10,69,38,700,36,0.039,32,0.98934,0.04472,Pine,Ethanol,Positive
10,70,38,737,34,0.041,33.7,0.64193,0.56652,Pine,Glycerol,Random
10,71,38,220,18,0.012,10.1,0.99872,0.00375,Pine,Erythritol,Positive
10,72,38,501,29,0.028,22.9,0.98941,0.02629,Pine,Ribitol,Positive
10,73,38,100,6,0.006,4.6,0.83895,0.30205,Pine,Galactitol,Random
10,74,38,672,36,0.037,30.7,0.99733,0.01379,Pine,D-Mannitol,Positive
10,75,38,659,37,0.036,30.1,0.99988,0.00136,Pine,D-Glucitol,Positive
10,76,38,75,7,0.004,3.4,0.98407,0.04703,Pine,myo-Inositol,Positive
10,77,38,381,15,0.021,17.4,0.26195,0.83486,Pine,DL-Lactate,Random
10,78,38,692,34,0.038,31.6,0.90487,0.20869,Pine,Succinate,Random
10,79,38,513,26,0.028,23.5,0.85093,0.24499,Pine,Citrate,Random
10,80,38,459,30,0.025,21,0.99952,0.00169,Pine,D-Gluconate,Positive
10,81,38,314,20,0.017,14.4,0.98104,0.0407,Pine,D-Glucosamine,Positive
10,82,38,144,13,0.008,6.6,0.99741,0.00772,Pine,Nitrate,Positive
10,83,38,161,7,0.009,7.4,0.53874,0.62794,Pine,Vitamin-free,Random
10,84,38,367,22,0.02,16.8,0.97171,0.05779,Pine,2-Keto-D-gluconate,Random
10,85,38,107,2,0.006,4.9,0.11104,0.96771,Pine,Starch formation,Random
10,86,38,820,37,0.045,37.5,0.40433,0.91366,Pine,Growth at 19°C,Random
10,87,38,822,37,0.045,37.6,0.34515,0.94015,Pine,Growth at 25°C,Random
10,88,38,732,35,0.04,33.5,0.85302,0.31571,Pine,Growth at 30°C,Random
10,89,38,345,19,0.019,15.8,0.89464,0.17902,Pine,Growth at 37°C,Random
11,41,81,607,74,0.071,59.2,1,2.00E-05,Flower,Glucose_F,Positive
11,42,81,259,18,0.03,25.2,0.04156,0.9773,Flower,Galactose_F,Negative
11,43,81,209,22,0.025,20.4,0.72088,0.3744,Flower,Sucrose_F,Random
11,44,81,165,22,0.019,16.1,0.96654,0.05958,Flower,Maltose_F,Random
11,45,81,29,12,0.003,2.8,1,0,Flower,Lactose_F,Positive
11,46,81,132,17,0.015,12.9,0.92704,0.12406,Flower,Raffinose_F,Random
11,47,81,261,26,0.031,25.4,0.60968,0.48897,Flower,Trehalose_F,Random
11,48,81,831,81,0.097,81,1,1,Flower,Glucose,Random
11,49,81,108,6,0.013,10.5,0.07438,0.96746,Flower,Inulin,Random
11,50,81,503,65,0.059,49,0.99998,6.00E-05,Flower,Sucrose,Positive
11,51,81,237,18,0.028,23.1,0.11521,0.9293,Flower,Raffinose,Random
11,52,81,103,4,0.012,10,0.01734,0.99479,Flower,Melibiose,Negative
11,53,81,541,72,0.063,52.7,1,0,Flower,Galactose,Positive
11,54,81,100,4,0.012,9.7,0.02178,0.99325,Flower,Lactose,Negative
11,55,81,578,52,0.068,56.3,0.16437,0.88957,Flower,Trehalose,Random
11,56,81,468,62,0.055,45.6,0.99998,6.00E-05,Flower,Maltose,Positive
11,57,81,383,54,0.045,37.3,0.99997,7.00E-05,Flower,Melezitose,Positive
11,58,81,388,39,0.046,37.8,0.65374,0.43587,Flower,Methyl-?-D-glucoside,Random
11,59,81,196,7,0.023,19.1,0.00026,0.99993,Flower,Soluble Starch,Negative
11,60,81,524,56,0.061,51.1,0.90688,0.1415,Flower,Cellobiose,Random
11,61,81,517,57,0.061,50.4,0.9585,0.06886,Flower,Salicin,Random
11,62,81,437,73,0.051,42.6,1,0,Flower,L-Sorbose,Positive
11,63,81,181,3,0.021,17.6,0,1,Flower,L-Rhamnose,Negative
11,64,81,578,58,0.068,56.3,0.70517,0.38881,Flower,D-Xylose,Random
11,65,81,288,10,0.034,28.1,0,1,Flower,L-Arabinose,Negative
11,66,81,247,15,0.029,24.1,0.01182,0.9945,Flower,D-Arabinose,Negative
11,67,81,338,33,0.04,32.9,0.55477,0.53988,Flower,D-Ribose,Random
11,68,81,67,1,0.008,6.5,0.00683,0.99924,Flower,Methanol,Negative
11,69,81,700,65,0.082,68.2,0.18835,0.88252,Flower,Ethanol,Random
11,70,81,737,69,0.086,71.8,0.19107,0.88834,Flower,Glycerol,Random
11,71,81,220,3,0.026,21.4,0,1,Flower,Erythritol,Negative
11,72,81,501,54,0.059,48.8,0.91326,0.13194,Flower,Ribitol,Random
11,73,81,100,5,0.012,9.7,0.05571,0.97822,Flower,Galactitol,Random
11,74,81,672,71,0.079,65.5,0.96799,0.06388,Flower,D-Mannitol,Random
11,75,81,659,73,0.077,64.2,0.99798,0.00568,Flower,D-Glucitol,Positive
11,76,81,75,0,0.009,7.3,0.00031,1,Flower,myo-Inositol,Negative
11,77,81,381,22,0.045,37.1,0.00023,0.99991,Flower,DL-Lactate,Negative
11,78,81,692,66,0.081,67.5,0.3732,0.73525,Flower,Succinate,Random
11,79,81,513,53,0.06,50,0.79924,0.27576,Flower,Citrate,Random
11,80,81,459,55,0.054,44.7,0.99479,0.0102,Flower,D-Gluconate,Positive
11,81,81,314,36,0.037,30.6,0.92148,0.11942,Flower,D-Glucosamine,Random
11,82,81,144,9,0.017,14,0.07574,0.96227,Flower,Nitrate,Random
11,83,81,161,10,0.019,15.7,0.05729,0.97169,Flower,Vitamin-free,Random
11,84,81,367,57,0.043,35.8,1,0,Flower,2-Keto-D-gluconate,Positive
11,85,81,107,3,0.013,10.4,0.00367,0.99922,Flower,Starch formation,Negative
11,86,81,820,80,0.096,79.9,0.67869,0.70819,Flower,Growth at 19°C,Random
11,87,81,822,80,0.096,80.1,0.60455,0.78398,Flower,Growth at 25°C,Random
11,88,81,732,75,0.086,71.4,0.94055,0.12463,Flower,Growth at 30°C,Random
11,89,81,345,30,0.04,33.6,0.22973,0.83636,Flower,Growth at 37°C,Random
12,41,47,607,29,0.041,34.3,0.05431,0.97269,Cactus,Glucose_F,Random
12,42,47,259,11,0.018,14.6,0.15338,0.91362,Cactus,Galactose_F,Random
12,43,47,209,11,0.014,11.8,0.46602,0.66851,Cactus,Sucrose_F,Random
12,44,47,165,9,0.011,9.3,0.53861,0.61087,Cactus,Maltose_F,Random
12,45,47,29,1,0.002,1.6,0.50271,0.82065,Cactus,Lactose_F,Random
12,46,47,132,6,0.009,7.5,0.3595,0.78597,Cactus,Raffinose_F,Random
12,47,47,261,12,0.018,14.8,0.23491,0.85497,Cactus,Trehalose_F,Random
12,48,47,831,47,0.057,47,1,1,Cactus,Glucose,Random
12,49,47,108,3,0.007,6.1,0.11692,0.95801,Cactus,Inulin,Random
12,50,47,503,18,0.034,28.4,0.00127,0.99955,Cactus,Sucrose,Negative
12,51,47,237,8,0.016,13.4,0.04679,0.97963,Cactus,Raffinose,Negative
12,52,47,103,2,0.007,5.8,0.05337,0.98669,Cactus,Melibiose,Random
12,53,47,541,27,0.037,30.6,0.16429,0.90039,Cactus,Galactose,Random
12,54,47,100,2,0.007,5.7,0.06146,0.98423,Cactus,Lactose,Random
12,55,47,578,18,0.039,32.7,0,1,Cactus,Trehalose,Negative
12,56,47,468,16,0.032,26.5,0.0013,0.99955,Cactus,Maltose,Negative
12,57,47,383,15,0.026,21.7,0.03055,0.98553,Cactus,Melezitose,Negative
12,58,47,388,14,0.026,21.9,0.01165,0.9951,Cactus,Methyl-?-D-glucoside,Negative
12,59,47,196,6,0.013,11.1,0.04632,0.98161,Cactus,Soluble Starch,Negative
12,60,47,524,23,0.036,29.6,0.0296,0.98569,Cactus,Cellobiose,Negative
12,61,47,517,25,0.035,29.2,0.12391,0.92766,Cactus,Salicin,Random
12,62,47,437,24,0.03,24.7,0.47322,0.64327,Cactus,L-Sorbose,Random
12,63,47,181,8,0.012,10.2,0.27011,0.84052,Cactus,L-Rhamnose,Random
12,64,47,578,28,0.039,32.7,0.08779,0.95217,Cactus,D-Xylose,Random
12,65,47,288,10,0.02,16.3,0.03062,0.98663,Cactus,L-Arabinose,Negative
12,66,47,247,13,0.017,14,0.44646,0.67971,Cactus,D-Arabinose,Random
12,67,47,338,14,0.023,19.1,0.07743,0.9591,Cactus,D-Ribose,Random
12,68,47,67,2,0.005,3.8,0.25019,0.90799,Cactus,Methanol,Random
12,69,47,700,45,0.048,39.6,0.99745,0.01305,Cactus,Ethanol,Positive
12,70,47,737,43,0.05,41.7,0.80159,0.36775,Cactus,Glycerol,Random
12,71,47,220,4,0.015,12.4,0.00164,0.99964,Cactus,Erythritol,Negative
12,72,47,501,22,0.034,28.3,0.03777,0.98115,Cactus,Ribitol,Negative
12,73,47,100,3,0.007,5.7,0.15922,0.93854,Cactus,Galactitol,Random
12,74,47,672,29,0.046,38,0.00126,0.99959,Cactus,D-Mannitol,Negative
12,75,47,659,26,0.045,37.3,0.00011,0.99997,Cactus,D-Glucitol,Negative
12,76,47,75,2,0.005,4.2,0.18305,0.93883,Cactus,myo-Inositol,Random
12,77,47,381,32,0.026,21.5,0.99954,0.00132,Cactus,DL-Lactate,Positive
12,78,47,692,43,0.047,39.1,0.96952,0.08116,Cactus,Succinate,Random
12,79,47,513,30,0.035,29,0.67357,0.44466,Cactus,Citrate,Random
12,80,47,459,21,0.031,26,0.08932,0.95006,Cactus,D-Gluconate,Random
12,81,47,314,18,0.021,17.8,0.59473,0.52748,Cactus,D-Glucosamine,Random
12,82,47,144,3,0.01,8.1,0.02405,0.99355,Cactus,Nitrate,Negative
12,83,47,161,2,0.011,9.1,0.00245,0.99962,Cactus,Vitamin-free,Negative
12,84,47,367,21,0.025,20.8,0.59071,0.52883,Cactus,2-Keto-D-gluconate,Random
12,85,47,107,4,0.007,6.1,0.25193,0.87837,Cactus,Starch formation,Random
12,86,47,820,47,0.056,46.4,1,0.52496,Cactus,Growth at 19°C,Random
12,87,47,822,47,0.056,46.5,1,0.59061,Cactus,Growth at 25°C,Random
12,88,47,732,47,0.05,41.4,1,0.00214,Cactus,Growth at 30°C,Positive
12,89,47,345,40,0.023,19.5,1,0,Cactus,Growth at 37°C,Positive
13,41,34,607,29,0.03,24.8,0.97359,0.06851,Ipomoea,Glucose_F,Random
13,42,34,259,5,0.013,10.6,0.02209,0.9929,Ipomoea,Galactose_F,Negative
13,43,34,209,7,0.01,8.6,0.34557,0.79316,Ipomoea,Sucrose_F,Random
13,44,34,165,6,0.008,6.8,0.47258,0.69793,Ipomoea,Maltose_F,Random
13,45,34,29,4,0.001,1.2,0.99504,0.02682,Ipomoea,Lactose_F,Positive
13,46,34,132,4,0.006,5.4,0.34915,0.81666,Ipomoea,Raffinose_F,Random
13,47,34,261,13,0.013,10.7,0.85605,0.24261,Ipomoea,Trehalose_F,Random
13,48,34,831,34,0.041,34,1,1,Ipomoea,Glucose,Random
13,49,34,108,3,0.005,4.4,0.33405,0.84208,Ipomoea,Inulin,Random
13,50,34,503,26,0.025,20.6,0.98558,0.03603,Ipomoea,Sucrose,Positive
13,51,34,237,5,0.012,9.7,0.04596,0.98345,Ipomoea,Raffinose,Negative
13,52,34,103,1,0.005,4.2,0.06085,0.98992,Ipomoea,Melibiose,Random
13,53,34,541,33,0.027,22.1,1,1.00E-05,Ipomoea,Galactose,Positive
13,54,34,100,0,0.005,4.1,0.01163,1,Ipomoea,Lactose,Negative
13,55,34,578,25,0.028,23.6,0.75547,0.38119,Ipomoea,Trehalose,Random
13,56,34,468,25,0.023,19.1,0.98915,0.02741,Ipomoea,Maltose,Positive
13,57,34,383,23,0.019,15.7,0.99715,0.00808,Ipomoea,Melezitose,Positive
13,58,34,388,16,0.019,15.9,0.58799,0.55082,Ipomoea,Methyl-?-D-glucoside,Random
13,59,34,196,0,0.01,8,9.00E-05,1,Ipomoea,Soluble Starch,Negative
13,60,34,524,24,0.026,21.4,0.86754,0.22956,Ipomoea,Cellobiose,Random
13,61,34,517,24,0.025,21.2,0.8882,0.19954,Ipomoea,Salicin,Random
13,62,34,437,34,0.022,17.9,1,0,Ipomoea,L-Sorbose,Positive
13,63,34,181,1,0.009,7.4,0.00213,0.99981,Ipomoea,L-Rhamnose,Negative
13,64,34,578,26,0.028,23.6,0.86225,0.24453,Ipomoea,D-Xylose,Random
13,65,34,288,1,0.014,11.8,1.00E-05,1,Ipomoea,L-Arabinose,Negative
13,66,34,247,4,0.012,10.1,0.01136,0.99697,Ipomoea,D-Arabinose,Negative
13,67,34,338,9,0.017,13.8,0.05896,0.97389,Ipomoea,D-Ribose,Random
13,68,34,67,0,0.003,2.7,0.05399,1,Ipomoea,Methanol,Random
13,69,34,700,28,0.034,28.6,0.45288,0.72,Ipomoea,Ethanol,Random
13,70,34,737,31,0.036,30.2,0.76173,0.45049,Ipomoea,Glycerol,Random
13,71,34,220,0,0.011,9,2.00E-05,1,Ipomoea,Erythritol,Negative
13,72,34,501,25,0.025,20.5,0.96617,0.07372,Ipomoea,Ribitol,Random
13,73,34,100,1,0.005,4.1,0.06826,0.98837,Ipomoea,Galactitol,Random
13,74,34,672,34,0.033,27.5,1,0.00062,Ipomoea,D-Mannitol,Positive
13,75,34,659,34,0.032,27,1,0.00031,Ipomoea,D-Glucitol,Positive
13,76,34,75,0,0.004,3.1,0.03744,1,Ipomoea,myo-Inositol,Negative
13,77,34,381,6,0.019,15.6,0.00045,0.9999,Ipomoea,DL-Lactate,Negative
13,78,34,692,32,0.034,28.3,0.98591,0.05673,Ipomoea,Succinate,Random
13,79,34,513,25,0.025,21,0.95106,0.10113,Ipomoea,Citrate,Random
13,80,34,459,22,0.023,18.8,0.90599,0.16922,Ipomoea,D-Gluconate,Random
13,81,34,314,16,0.015,12.8,0.90525,0.1687,Ipomoea,D-Glucosamine,Random
13,82,34,144,3,0.007,5.9,0.13084,0.95253,Ipomoea,Nitrate,Random
13,83,34,161,0,0.008,6.6,0.00056,1,Ipomoea,Vitamin-free,Negative
13,84,34,367,26,0.018,15,0.99998,1.00E-04,Ipomoea,2-Keto-D-gluconate,Positive
